junction	junction.annotated	junction.log.mean	junction.logFC	junction.pvalue	junction.fdr	counts.col_16	counts.col_23	junction.cluster	junction.participation	cluster.size	cluster.pvalue	cluster.fdr	bin	bin.pvalue	bin.fdr
2.1154111.1154201	Yes	6.16992500144231	0.00755593628328378	0.959819931916588	1	67.6666666666667	76.3333333333333	6877	0.966666666666667	2	0.900369158655171	1	AT2G03780:I006	0.000488937496748489	0.127038182650652
2.1520548.1520692	No	-Inf	-0.0510143781308585	1	1	0	0	6914	0	5	0.222080076204875	0.861606242953934	AT2G04360:I005	0.000655926712033128	0.147439330286391
2.1520617.1520692	Yes	6.85590666688971	0.0323881106342423	0.787785804155618	1	117	114.666666666667	6914	0.969613259668508	5	0.222080076204875	0.861606242953934	AT2G04360:I005	0.000655926712033128	0.147439330286391
2.1520617.1520739	No	2.11547721741994	-0.291310161768926	0.582654957584907	1	3.66666666666667	5	6914	0.0410958904109589	5	0.222080076204875	0.861606242953934	AT2G04360:I005	0.000655926712033128	0.147439330286391
2.1520632.1520692	No	-1.58496250072116	-1.86327257342595	0.156020713651754	1	0	0.666666666666667	6914	0.00547945205479452	5	0.222080076204875	0.861606242953934	AT2G04360:I005	0.000655926712033128	0.147439330286391
2.1520632.1520739	No	-0.584962500721156	-2.43812252147552	0.0684111508094774	1	0	1.33333333333333	6914	0.010958904109589	5	0.222080076204875	0.861606242953934	AT2G04360:I005	0.000655926712033128	0.147439330286391
2.1966923.1967543	Yes	10.9362698576022	0.000342821508277913	0.997868859697839	1	3132.66666666667	786.333333333333	6961	0.999893605702734	4	0.400019092711696	0.910347700849357	AT2G05380:I001	5.35883139326315e-05	0.0315443782227726
2.1967127.1967543	No	-2.58496250072116	-2.65245396013573	0.113096326860695	1	0	0.333333333333333	6961	0.000423728813559322	4	0.400019092711696	0.910347700849357	AT2G05380:I001	5.35883139326315e-05	0.0315443782227726
2.1967305.1967543	No	-2.58496250072116	-0.0704511385988698	0.509241757929381	1	0.333333333333333	0	6961	0.000106394297265667	4	0.400019092711696	0.910347700849357	AT2G05380:I001	5.35883139326315e-05	0.0315443782227726
2.1967378.1967543	No	-Inf	-1.39534127931226	1	1	0	0	6961	0	4	0.400019092711696	0.910347700849357	AT2G05380:I001	5.35883139326315e-05	0.0315443782227726
2.2764305.2765091	No	-Inf	-0.660505355960663	1	1	0	0	7004	0	5	0.993871268944426	1	AT2G06850:I003	1.98030691239008e-20	1.55037238017564e-15
2.2764305.2765091	No	-Inf	-0.660505355960663	1	1	0	0	7004	0	5	0.993871268944426	1	AT2G06850:I002	1.30802772585443e-07	0.000269486412219159
2.2764384.2764469	Yes	10.44759985828	-0.000755314929779982	0.995477643063754	1	1819.66666666667	973.333333333333	7003	0.999657651489216	5	0.298146471527606	0.861606242953934	AT2G06850:I002	1.30802772585443e-07	0.000269486412219159
2.2764384.2764490	No	-2.58496250072116	-1.94590276924291	0.191604957547505	1	0	0.333333333333333	7003	0.000342348510783978	5	0.298146471527606	0.861606242953934	AT2G06850:I002	1.30802772585443e-07	0.000269486412219159
2.2764384.2764511	No	-Inf	-0.700069686541291	1	1	0	0	7003	0	5	0.298146471527606	0.861606242953934	AT2G06850:I002	1.30802772585443e-07	0.000269486412219159
2.2764384.2764525	No	-0.584962500721156	1.83097804383	0.121851209566954	1	1.33333333333333	0	7003	0.000732064421669107	5	0.298146471527606	0.861606242953934	AT2G06850:I002	1.30802772585443e-07	0.000269486412219159
2.2764388.2764469	No	-2.58496250072116	0.693324924673565	0.371910386844426	1	0.333333333333333	0	7003	0.000183016105417277	5	0.298146471527606	0.861606242953934	AT2G06850:I002	1.30802772585443e-07	0.000269486412219159
2.2764650.2765091	No	0.584962500721156	0.546387816686561	0.639658203330184	1	2.33333333333333	0.666666666666667	7004	0.00123066104078762	5	0.993871268944426	1	AT2G06850:I003	1.98030691239008e-20	1.55037238017564e-15
2.2764660.2765091	No	0.415037499278844	-0.17429596295802	0.917076760084982	1	1.66666666666667	1	7004	0.000956327701625757	5	0.993871268944426	1	AT2G06850:I003	1.98030691239008e-20	1.55037238017564e-15
2.2764662.2765091	Yes	10.5196362528432	-0.000420950070021076	0.997617640484394	1	1892	1044	7004	0.99840612049729	5	0.993871268944426	1	AT2G06850:I003	1.98030691239008e-20	1.55037238017564e-15
2.2764970.2765091	No	-Inf	-0.660505355960663	1	1	0	0	7004	0	5	0.993871268944426	1	AT2G06850:I003	1.98030691239008e-20	1.55037238017564e-15
2.4311635.4311906	No	5.53915881110803	-6.45004793627477	1.36115601586685e-08	4.14040974093097e-05	0	93	7049	0.0314649825194542	13	0.000196741329214082	0.100619896559948	NA	NA	NA
2.4315944.4316064	No	-1.58496250072116	1.94453730146948	0.134900686534105	1	0.666666666666667	0	28243	0.0151515151515152	3	0.325694632448809	0.861606242953934	AT2G10950:I001	0.000204891421603096	0.0773052865137136
2.4315944.4316199	Yes	5.54946381949977	-0.0150749523483071	0.926942460638798	1	43.3333333333333	50.3333333333333	28243	1	3	0.325694632448809	0.861606242953934	AT2G10950:I001	0.000204891421603096	0.0773052865137136
2.4315944.4316301	No	-Inf	0.0654248978277572	1	1	0	0	28243	0	3	0.325694632448809	0.861606242953934	AT2G10950:I001	0.000204891421603096	0.0773052865137136
2.5540329.5540413	Yes	11.6050936365923	-9.55666682962708e-05	0.999480130267739	1	3249.33333333333	2981	28253	0.999776411403019	2	0.723810599209031	1	AT2G13360:I003	0.000247986764938029	0.0868669343785943
2.5540329.5540429	No	0	0.383222730585643	0.723811049479723	1	1.33333333333333	0.666666666666667	28253	0.000410172272354389	2	0.723810599209031	1	AT2G13360:I003	0.000247986764938029	0.0868669343785943
2.5540930.5541235	Yes	9.14168142076284	0.145270561745564	0.164707534262634	1	608	521.666666666667	7074	0.237530928506316	3	0.361298898990216	0.876759939374004	AT2G13360:I005	1.36250151789527e-08	3.87889318491861e-05
2.5540935.5541235	Yes	10.953953901743	-0.0409989321876712	0.745185026564468	1	1951	2016.33333333333	7074	0.794248949579832	3	0.361298898990216	0.876759939374004	AT2G13360:I005	1.36250151789527e-08	3.87889318491861e-05
2.5540945.5541235	No	-0.584962500721156	-0.00712648751638058	0.997196057066661	1	0.666666666666667	0.666666666666667	7074	0.000262605042016807	3	0.361298898990216	0.876759939374004	AT2G13360:I005	1.36250151789527e-08	3.87889318491861e-05
2.5637993.5638338	No	-Inf	0.23599675700012	1	1	0	0	7092	0	6	0.975915107692424	1	AT2G13540:I005	0.000133251441721405	0.0591607646306257
2.5638164.5638325	No	-Inf	0.23599675700012	1	1	0	0	7092	0	6	0.975915107692424	1	AT2G13540:I005	0.000133251441721405	0.0591607646306257
2.5638164.5638338	Yes	6.57238443464169	0.106126741576775	0.479855190136122	1	86.3333333333333	104	7092	0.376453488372093	6	0.975915107692424	1	AT2G13540:I005	0.000133251441721405	0.0591607646306257
2.6950515.6950609	No	-Inf	-0.171338072799585	1	1	0	0	7178	0	3	0.346302896387223	0.868400408324983	AT2G15970:I002	0.000259915125419723	0.0880892866300755
2.6950525.6950609	Yes	10.1527073624563	0.000453655235624212	0.996825141323503	1	1191.33333333333	1085.33333333333	7178	1	3	0.346302896387223	0.868400408324983	AT2G15970:I002	0.000259915125419723	0.0880892866300755
2.6950525.6950614	No	-1.58496250072116	-1.95129814732775	0.14530425968279	1	0	0.666666666666667	7178	0.000613873542050338	3	0.346302896387223	0.868400408324983	AT2G15970:I002	0.000259915125419723	0.0880892866300755
2.7219396.7220305	No	-1	0.929526985094501	0.631174811803842	1	0.333333333333333	0.666666666666667	7212	0.00277008310249307	6	0.464263934717023	0.978968847409207	AT2G16660:I001	6.36136036857529e-08	0.000146478741933993
2.7219401.7219743	No	-2.58496250072116	2.65806526659065	0.105156840460015	1	0.333333333333333	0	7212	0.00277008310249307	6	0.464263934717023	0.978968847409207	AT2G16660:I001	6.36136036857529e-08	0.000146478741933993
2.7219401.7220209	No	-Inf	1.41689503967621	1	1	0	0	7212	0	6	0.464263934717023	0.978968847409207	AT2G16660:I001	6.36136036857529e-08	0.000146478741933993
2.7219401.7220305	Yes	8.33613458738564	-0.00693397431128751	0.959009284581662	1	119	527.333333333333	7212	0.998107255520505	6	0.464263934717023	0.978968847409207	AT2G16660:I001	6.36136036857529e-08	0.000146478741933993
2.7219401.7220330	No	-Inf	1.41689503967621	1	1	0	0	7212	0	6	0.464263934717023	0.978968847409207	AT2G16660:I001	6.36136036857529e-08	0.000146478741933993
2.7219813.7220305	No	-1	1.9770933920444	0.184716778617769	1	0.666666666666667	0.333333333333333	7212	0.00554016620498615	6	0.464263934717023	0.978968847409207	AT2G16660:I001	6.36136036857529e-08	0.000146478741933993
2.7543020.7543258	No	-2.58496250072116	1.29119966071892	0.272438766970647	1	0.333333333333333	0	7273	0.000608272506082725	6	0.605819106917082	1	AT2G17340:I009	0.00047566149248	0.125366337696223
2.7543176.7543258	Yes	7.54817971167945	-0.107620269325691	0.319785176165655	1	173	201.333333333333	7273	0.353216374269006	6	0.605819106917082	1	AT2G17340:I009	0.00047566149248	0.125366337696223
2.7837391.7837479	No	4.54432051622381	5.62651049709283	4.46771645093259e-08	0.000113777152947866	46.6666666666667	0	7352	0.00903458957150232	5	2.57876155856963e-06	0.00314825193372987	NA	NA	NA
2.7996847.7996946	No	-1.58496250072116	-1.67953553044243	0.181403450932959	1	0	0.666666666666667	7377	0.00212539851222104	2	0.181364399356209	0.861606242953934	AT2G18440:I003	0.000762743352471597	0.160523644336895
2.7996853.7996946	Yes	8.16071182328098	-0.00173989187621791	0.985737156837706	1	259.333333333333	313	7377	1	2	0.181364399356209	0.861606242953934	AT2G18440:I003	0.000762743352471597	0.160523644336895
2.9149797.9150092	Yes	1.8073549220576	-1.85686910024932	0.0116513515187206	1	0.666666666666667	6.33333333333333	7690	0.0056047197640118	8	0.11632012458275	0.861606242953934	AT2G21385:I003	0.000528781482636012	0.133112662009106
2.9149797.9150112	No	1.50250034052918	-0.335845661874652	0.586477221874808	1	2	3.66666666666667	7690	0.00324483775811209	8	0.11632012458275	0.861606242953934	AT2G21385:I003	0.000528781482636012	0.133112662009106
2.9149976.9150092	Yes	8.56541946809669	0.0431169908124396	0.688658210597572	1	333	424.666666666667	7690	0.395330431341512	8	0.11632012458275	0.861606242953934	AT2G21385:I003	0.000528781482636012	0.133112662009106
2.9149976.9150095	No	-Inf	0.209190425126458	1	1	0	0	7690	0	8	0.11632012458275	0.861606242953934	AT2G21385:I003	0.000528781482636012	0.133112662009106
2.9149976.9150112	No	3.1963972128035	-0.630388180346879	0.134067107448606	1	5.33333333333333	13	7690	0.0115044247787611	8	0.11632012458275	0.861606242953934	AT2G21385:I003	0.000528781482636012	0.133112662009106
2.9265583.9265716	No	5.53915881110803	6.56587628158636	9.92342984541388e-10	4.17951964866113e-06	93	0	7718	0.2033527696793	6	3.55553900374584e-13	2.19241682654862e-09	AT2G21660:E002	0.759618618731618	0.999995054331151
2.9265649.9265671	No	3.4594316186373	-4.98945108924004	5.402177266723e-05	0.0495971297103742	0	22	7718	0.0405156537753223	6	3.55553900374584e-13	2.19241682654862e-09	AT2G21660:E002	0.759618618731618	0.999995054331151
2.9265664.9265740	No	2.84130225398094	4.71573034469501	0.000287443228593612	0.183004408083558	14.3333333333333	0	7718	0.0313411078717201	6	3.55553900374584e-13	2.19241682654862e-09	AT2G21660:E003	0.560342154055459	0.999995054331151
2.9265664.9265740	No	2.84130225398094	4.71573034469501	0.000287443228593612	0.183004408083558	14.3333333333333	0	7718	0.0313411078717201	6	3.55553900374584e-13	2.19241682654862e-09	AT2G21660:E002	0.759618618731618	0.999995054331151
2.9265893.9266037	No	7.1632303488683	1.19232662891029	3.46008150172616e-18	1.89449842464012e-13	201.333333333333	85.3333333333333	7719	0.0309616567562026	7	8.77555234882557e-15	8.30298885484132e-11	AT2G21660:I002	0.0880165163668924	0.973304441402871
2.9321379.9321576	No	-1.58496250072116	1.55959699585028	0.187433456237846	1	0.666666666666667	0	7729	0.000532197977647685	4	0.394128224571343	0.904821717178628	AT2G21870:I006	0.000212404243314547	0.0789977292492837
2.9321384.9321554	No	-2.58496250072116	-1.44092735734247	0.264292661277891	1	0	0.333333333333333	7729	0.000301204819277108	4	0.394128224571343	0.904821717178628	AT2G21870:I006	0.000212404243314547	0.0789977292492837
2.9321384.9321576	Yes	10.2035519318855	-0.000142110045512595	0.999195940848687	1	1252	1106.33333333333	7729	0.999698795180723	4	0.394128224571343	0.904821717178628	AT2G21870:I006	0.000212404243314547	0.0789977292492837
2.9321384.9321599	No	-Inf	-0.195094274640855	1	1	0	0	7729	0	4	0.394128224571343	0.904821717178628	AT2G21870:I006	0.000212404243314547	0.0789977292492837
2.9779384.9779434	No	-Inf	1.4044817835367	1	1	0	0	28653	0	3	0.428936493343774	0.942275976729072	AT2G22980:I002	0.000278795124118744	0.09170895323401
2.9779384.9779451	Yes	6.26990588253908	0.0207150429333789	0.914904528797243	1	29.3333333333333	125	28653	1	3	0.428936493343774	0.942275976729072	AT2G22980:I002	0.000278795124118744	0.09170895323401
2.9779384.9779468	No	0	-1.37310783885698	0.194728580520751	1	0	2	28653	0.015748031496063	3	0.428936493343774	0.942275976729072	AT2G22980:I002	0.000278795124118744	0.09170895323401
2.10184282.10184381	Yes	6.82866542830302	-0.00107622314575729	0.993566639629834	1	112.333333333333	115	28678	1	2	0.993566639629834	1	AT2G23940:I001	0.000468894636717482	0.125202794346971
2.10184282.10184489	No	-Inf	-0.0507741131890143	1	1	0	0	28678	0	2	0.993566639629834	1	AT2G23940:I001	0.000468894636717482	0.125202794346971
2.10830540.10830625	Yes	9.57900159069112	0.00336852541792612	0.97637645265668	1	700.333333333333	829.333333333333	28753	0.998574144486692	2	0.161246891412947	0.861606242953934	AT2G25450:I001	0.000516391466488901	0.131473267368074
2.10830540.10830643	No	1.22239242133645	-1.04423252471444	0.161340526078428	1	1	3.66666666666667	28753	0.00440176070428171	2	0.161246891412947	0.861606242953934	AT2G25450:I001	0.000516391466488901	0.131473267368074
2.11026075.11026196	No	-1.58496250072116	-1.58984798937608	0.193797258143894	1	0	0.666666666666667	8065	0.0338983050847458	4	0.404369744018448	0.914204141703833	AT2G25850:E007	5.17760546992967e-06	0.00596106093291263
2.11026078.11026196	Yes	2.22239242133645	-0.232008368745358	0.688882509316174	1	3.33333333333333	6	8065	0.305084745762712	4	0.404369744018448	0.914204141703833	AT2G25850:E007	5.17760546992967e-06	0.00596106093291263
2.11026081.11026196	Yes	3.48112668973662	0.22371638917126	0.491827563735127	1	10.6666666666667	11.6666666666667	8065	0.744186046511628	4	0.404369744018448	0.914204141703833	AT2G25850:E007	5.17760546992967e-06	0.00596106093291263
2.11818783.11819136	No	3.56478461878353	4.77676390484307	4.28085274449959e-05	0.0414848726229356	23.6666666666667	0	8287	0.00617767336639694	7	0.00270345337926428	0.730931996451354	AT2G27720:E005	0.438303570555846	0.999995054331151
2.11818783.11819136	No	3.56478461878353	4.77676390484307	4.28085274449959e-05	0.0414848726229356	23.6666666666667	0	8287	0.00617767336639694	7	0.00270345337926428	0.730931996451354	AT2G27720:E004	0.669607238767704	0.999995054331151
2.11818783.11819136	No	3.56478461878353	4.77676390484307	4.28085274449959e-05	0.0414848726229356	23.6666666666667	0	8287	0.00617767336639694	7	0.00270345337926428	0.730931996451354	AT2G27720:E006	0.848361937945396	0.999995054331151
2.11818783.11819136	No	3.56478461878353	4.77676390484307	4.28085274449959e-05	0.0414848726229356	23.6666666666667	0	8287	0.00617767336639694	7	0.00270345337926428	0.730931996451354	AT2G27720:I005	0.891845349875738	0.999995054331151
2.12015735.12016309	No	3.29768054864069	4.80825814110273	8.55916520832113e-05	0.0710060564623041	19.6666666666667	0	8330	0.00504704875962361	4	0.000402252006510274	0.17302736568521	AT2G28190:E007	0.273012894971488	0.999995054331151
2.12015735.12016309	No	3.29768054864069	4.80825814110273	8.55916520832113e-05	0.0710060564623041	19.6666666666667	0	8330	0.00504704875962361	4	0.000402252006510274	0.17302736568521	AT2G28190:E006	0.551422842824352	0.999995054331151
2.12015735.12016309	No	3.29768054864069	4.80825814110273	8.55916520832113e-05	0.0710060564623041	19.6666666666667	0	8330	0.00504704875962361	4	0.000402252006510274	0.17302736568521	AT2G28190:I007	0.988893162278346	0.999995054331151
2.12587403.12587493	Yes	6.91288933622996	-0.00322511317144071	0.982642303641253	1	121	120	28974	0.997252747252747	2	0.944514665611128	1	AT2G29290:I006	0.000132948590625564	0.0591607646306257
2.12587403.12587501	No	-1.58496250072116	-0.126852027882244	0.947291279746576	1	0.333333333333333	0.333333333333333	28974	0.00277008310249307	2	0.944514665611128	1	AT2G29290:I006	0.000132948590625564	0.0591607646306257
2.12644943.12645084	Yes	9.34170412862613	0.000946858068640914	0.992857770274481	1	644	653.666666666667	28990	1	2	0.992857770274481	1	AT2G29550:I001	0.000125515871101921	0.0574653496528293
2.12644943.12645087	No	-Inf	-0.0419006916655107	1	1	0	0	28990	0	2	0.992857770274481	1	AT2G29550:I001	0.000125515871101921	0.0574653496528293
2.12806167.12806785	Yes	7.08746284125034	0.00405982267464106	0.969314049159382	1	158.333333333333	113.666666666667	8478	1	3	0.291173936268345	0.861606242953934	AT2G30010:I001	0.00082186873764299	0.170221408824605
2.12806533.12806785	No	-1.58496250072116	-2.20053387343496	0.116319643539096	1	0	0.666666666666667	8478	0.00583090379008746	3	0.291173936268345	0.861606242953934	AT2G30010:I001	0.00082186873764299	0.170221408824605
2.12806681.12806785	No	-Inf	-0.403519551007815	1	1	0	0	8478	0	3	0.291173936268345	0.861606242953934	AT2G30010:I001	0.00082186873764299	0.170221408824605
2.12880128.12880227	No	-Inf	0.0228502780057838	1	1	0	0	8491	0	9	0.888235977046207	1	AT2G30170:I003	0.000253862118623944	0.0875059721335774
2.12880144.12880227	No	-Inf	0.0228502780057838	1	1	0	0	8491	0	9	0.888235977046207	1	AT2G30170:I003	0.000253862118623944	0.0875059721335774
2.12880152.12880227	No	-Inf	0.0228502780057838	1	1	0	0	8491	0	9	0.888235977046207	1	AT2G30170:I003	0.000253862118623944	0.0875059721335774
2.12880156.12880223	No	-2.58496250072116	-1.22298280469584	0.299279619895912	1	0	0.333333333333333	8491	0.00118063754427391	9	0.888235977046207	1	AT2G30170:I003	0.000253862118623944	0.0875059721335774
2.12880156.12880227	Yes	7	0.0500883812976038	0.683671708888593	1	124.333333333333	131.666666666667	8491	0.487581699346405	9	0.888235977046207	1	AT2G30170:I003	0.000253862118623944	0.0875059721335774
2.12880156.12880428	No	0.222392421336448	0.250133128257557	0.772171339405075	1	1.33333333333333	1	8491	0.00522875816993464	9	0.888235977046207	1	AT2G30170:I003	0.000253862118623944	0.0875059721335774
2.12884525.12884714	No	2.50250034052918	-4.60086689076481	0.000183315374076746	0.128588157246438	0	11.3333333333333	8499	0.0389016018306636	4	0.00245608910368622	0.688541838652658	AT2G30200:E009	0.389818207668615	0.999995054331151
2.12884525.12884714	No	2.50250034052918	-4.60086689076481	0.000183315374076746	0.128588157246438	0	11.3333333333333	8499	0.0389016018306636	4	0.00245608910368622	0.688541838652658	AT2G30200:I008	0.671228337075881	0.999995054331151
2.12973840.12974121	Yes	7.03525732478633	0.00360178720164936	0.97595942812057	1	143.333333333333	119	8516	1	2	0.253895272466044	0.861606242953934	AT2G30440:I001	0.00109860449487904	0.1984064512153
2.12974003.12974121	No	-2.58496250072116	-1.50541906930029	0.254060961289557	1	0	0.333333333333333	8516	0.00279329608938547	2	0.253895272466044	0.861606242953934	AT2G30440:I001	0.00109860449487904	0.1984064512153
2.13004182.13004294	No	-Inf	0.0142896919973978	1	1	0	0	29032	0	3	0.999918389784386	1	AT2G30520:I001	1.96040007797142e-09	6.67298877844972e-06
2.13004182.13004744	No	-Inf	0.0142896919973978	1	1	0	0	29032	0	3	0.999918389784386	1	AT2G30520:I001	1.96040007797142e-09	6.67298877844972e-06
2.13004182.13004779	Yes	8.98821128396533	0.00146500689250928	0.989806475564589	1	491.333333333333	524.333333333333	29032	1	3	0.999918389784386	1	AT2G30520:I001	1.96040007797142e-09	6.67298877844972e-06
2.13036915.13037382	Yes	2.73696559416621	0.475245170971471	0.30794407376352	1	6.66666666666667	6.66666666666667	8537	0.0772200772200772	6	0.744911994320144	1	AT2G30600:E007	0.000986061269675055	0.187147257629637
2.13037109.13037382	No	0.874469117916141	1.04813272772642	0.346118576752369	1	2.33333333333333	1.33333333333333	8537	0.027027027027027	6	0.744911994320144	1	AT2G30600:E007	0.000986061269675055	0.187147257629637
2.13037114.13037382	Yes	2.70043971814109	0.275705130974929	0.537570587482555	1	5.66666666666667	7.33333333333333	8537	0.0656370656370656	6	0.744911994320144	1	AT2G30600:E007	0.000986061269675055	0.187147257629637
2.13037228.13037382	No	-Inf	0.44643877352652	1	1	0	0	8537	0	6	0.744911994320144	1	AT2G30600:E007	0.000986061269675055	0.187147257629637
2.13037249.13037382	Yes	6.63903917347695	-0.067669644791275	0.640930783579288	1	71	128.333333333333	8537	0.88302752293578	6	0.744911994320144	1	AT2G30600:E007	0.000986061269675055	0.187147257629637
2.13039013.13039092	No	-1.58496250072116	1.86157389459231	0.144954224444227	1	0.666666666666667	0	8538	0.00254452926208651	7	0.000313351018949717	0.146408427940383	AT2G30600:I008	0.00105943052879648	0.193427521087894
2.13039013.13039125	No	1	-0.968310289776342	0.27887548094726	1	1	3	8538	0.0107015457788347	7	0.000313351018949717	0.146408427940383	AT2G30600:I008	0.00105943052879648	0.193427521087894
2.13039013.13039259	No	7.10328780841202	-0.308212376783599	0.0137152356032859	1	111.333333333333	163.666666666667	8538	0.583828775267539	7	0.000313351018949717	0.146408427940383	AT2G30600:I008	0.00105943052879648	0.193427521087894
2.13039013.13039382	Yes	6.4093909361377	0.541962752318328	0.00014147933424949	0.104681324164356	106	64	8538	0.404580152671756	7	0.000313351018949717	0.146408427940383	AT2G30600:I008	0.00105943052879648	0.193427521087894
2.13039013.13039382	Yes	6.4093909361377	0.541962752318328	0.00014147933424949	0.104681324164356	106	64	8538	0.404580152671756	7	0.000313351018949717	0.146408427940383	AT2G30600:E011	0.00396232484635557	0.379760467808795
2.13039013.13039382	Yes	6.4093909361377	0.541962752318328	0.00014147933424949	0.104681324164356	106	64	8538	0.404580152671756	7	0.000313351018949717	0.146408427940383	AT2G30600:I010	0.0153770728842779	0.638823745064301
2.13079391.13081296	No	-Inf	-0.261458239478241	1	1	0	0	8542	0	12	0.912737893107517	1	AT2G30695:I003	0.000670896846558286	0.149004762180496
2.13079658.13080295	No	2.87446911791614	-0.256341931177829	0.532925008615223	1	7	7.66666666666667	8543	0.0280830280830281	3	0.733101814425504	1	AT2G30695:I003	0.000670896846558286	0.149004762180496
2.13079939.13080295	Yes	7.17159382180293	0.0448336682638892	0.721252905520361	1	157	131.333333333333	8543	0.505364806866953	3	0.733101814425504	1	AT2G30695:I003	0.000670896846558286	0.149004762180496
2.13189762.13189833	No	0	-1.272493182991	0.249813738993334	1	0.333333333333333	1.66666666666667	29055	0.0340136054421769	3	0.403031433942463	0.912873405309687	AT2G30990:I004	0.000428470362138024	0.120232008661666
2.13189762.13190157	Yes	-0.584962500721156	-0.808917314250262	0.502090249115409	1	0.333333333333333	1	29055	0.0204081632653061	3	0.403031433942463	0.912873405309687	AT2G30990:I004	0.000428470362138024	0.120232008661666
2.13189762.13190323	Yes	5.50250034052918	0.0411849089826131	0.836440753169125	1	44.3333333333333	46.3333333333333	29055	0.985185185185185	3	0.403031433942463	0.912873405309687	AT2G30990:I004	0.000428470362138024	0.120232008661666
2.13354093.13354235	No	-Inf	0.124759350461005	1	1	0	0	29075	0	2	0.988976229952571	1	AT2G31320:I001	0.000190885536421097	0.0750971517770826
2.13354093.13354323	Yes	4.56478461878353	-0.00252994233671265	0.988976229952571	1	21	26.3333333333333	29075	1	2	0.988976229952571	1	AT2G31320:I001	0.000190885536421097	0.0750971517770826
2.13372599.13372709	No	-Inf	-0.0136472941097168	1	1	0	0	8621	0	3	0.822326473312056	1	AT2G31360:I002	0.000598951894054401	0.140667777670256
2.13372606.13372709	Yes	9.72109918870719	-0.000849332677535843	0.994030662639177	1	821.666666666667	866.333333333333	8621	0.99923106497501	3	0.822326473312056	1	AT2G31360:I002	0.000598951894054401	0.140667777670256
