junction	junction.annotated	junction.log.mean	junction.logFC	junction.pvalue	junction.fdr	junction.uniformity	junction.participation	countsJ1.col_16	countsJ1.col_23	countsJ2.col_16	countsJ2.col_23	countsJ3.col_16	countsJ3.col_23	cluster.pvalue	cluster.fdr	bin	bin.pvalue	bin.fdr	dPIR
1.1051491.1051769	Yes	7.87241837835138	0.0514885103752452	1	1	NA	0.969571230982019	7.33333333333333	12	0	8	233.666666666667	235	3.69742166680888e-05	0.00846008943997109	AT1G04080:I001	0.000386052612748964	0.111940244540037	-0.048002603531039
1.1075200.1075301	Yes	4.63420601974101	-0.422241962061518	1	0.94191081083593	NA	0.866666666666667	9	1	9.33333333333333	3	23.6666666666667	26	0.000607931600594822	0.0617378831407521	AT1G04130:I007	0.00105614230123945	0.193230697548113	0.303174603174603
1.1198326.1198788	Yes	8.58182824999702	0.059067085113309	1	1	NA	0.95364238410596	7.66666666666667	21	11	22.6666666666667	384	382.333333333333	0.000853922788745458	0.074630153467318	AT1G04430:I001	2.27204632030085e-05	0.0179000256854395	-0.0561462964690276
1.1200304.1200424	Yes	8.4015906490355	0.0679782173306531	1	1	NA	0.972769953051643	6	18.3333333333333	3.66666666666667	15.3333333333333	345.333333333333	331	5.77348339875345e-05	0.0121461432960934	AT1G04430:I006	5.72256442600028e-06	0.00645609639358281	-0.0650917080790655
1.1282959.1283068	Yes	7.00375213486111	0.118180745260332	1	1	NA	0.948717948717949	3.33333333333333	11	4.66666666666667	9.33333333333333	148	108.666666666667	0.000346498278888514	0.0434874989084867	AT1G04620:I001	0.000396349669050051	0.113871623541629	-0.106340687736037
1.1386569.1386641	Yes	5	0.125557004576258	1	1	NA	1	0	3.66666666666667	0	1.33333333333333	26.3333333333333	37.6666666666667	0.0045310990077654	0.180950507412139	AT1G04900:I009	0.000201978097307142	0.0769477579032967	-0.1171875
1.1406057.1406339	Yes	5.97345821254751	-0.108928469454643	1	1	NA	0.96039603960396	7.33333333333333	1.66666666666667	2.33333333333333	1	61	64.6666666666667	0.0291986718105331	0.380920704849239	AT1G04950:I008	0.000758129882390845	0.15998277473703	0.097188492434149
1.1745317.1746210	Yes	6.97345821254751	0.112207247778741	1	1	NA	0.760536398467433	21.3333333333333	31	20.3333333333333	23	132.333333333333	119	0.149864490195229	0.645847547353324	AT1G05805:I001	0.000734643501423496	0.156716273582275	-0.0726751267911324
1.1767511.1767730	Yes	11.1209938087404	0.0130193068330211	1	1	NA	0.984206748025844	21.6666666666667	34.6666666666667	15	28.3333333333333	2285	2169.33333333333	0.000720438407742829	0.0680897562067617	AT1G05850:I002	0.000233389335064271	0.083243436662935	-0.0124283397833469
1.1767847.1767923	No	4.10153802646206	-5.75350037820939	9.44008024035581e-14	2.83202407210674e-13	NA	0.0138478085506857	1312	1182.33333333333	1434	1262.66666666667	0	34.3333333333333	1.99139136413502e-16	6.04091782231912e-13	AT1G05850:E003	0.845262811708916	0.999995054331151	0.0138478085506857
1.1787688.1787786	Yes	4.8988532765431	0.104573516000974	1	1	NA	0.704	3.33333333333333	7.66666666666667	9	10	29.3333333333333	30.3333333333333	0.336220622091278	0.798955149361745	AT1G05900:I004	0.000447511286370529	0.122716059034345	-0.0720555555555555
1.1854616.1854735	Yes	5.53915881110803	-0.111835848151772	1	1	NA	0.932835820895522	5.66666666666667	1.66666666666667	4.33333333333333	1.33333333333333	51.3333333333333	41.6666666666667	0.131062871306753	0.620639003734153	AT1G06110:I004	0.000573314810766049	0.137051999625858	0.095879299156392
1.1900107.1900512	Yes	7.30530177629995	0.0224780329769825	1	1	NA	0.967741935483871	4.66666666666667	2.66666666666667	0.666666666666667	5.66666666666667	160	156.333333333333	0.00653634745267221	0.211193533369788	AT1G06220:E002	0.000689963173183376	0.150674677397322	-0.0183492229332637
1.2051031.2051190	No	1.58496250072116	0.228022350101192	1	1	NA	0.205882352941176	5.33333333333333	7.33333333333333	3.66666666666667	11	2.33333333333333	3.66666666666667	0.465264889954413	0.867879456965935	AT1G06690:I006	0.000620058485837213	0.143834278005785	-0.0392156862745098
1.2051154.2051232	Yes	7.7267858142838	0.103896633897536	1	1	NA	0.967058823529412	3.66666666666667	8.33333333333333	5.66666666666667	14.3333333333333	274	149.666666666667	1.27732406276882e-05	0.0037536961730849	AT1G06690:I006	0.000620058485837213	0.143834278005785	-0.0985868699510752
1.2215422.2215513	Yes	7.15818889339134	0.0613351941193514	1	1	NA	0.997679814385151	0.333333333333333	3	0	5.33333333333333	143.333333333333	142.333333333333	3.54398023651731e-05	0.00820867875521801	AT1G07210:I001	0.000161085792152951	0.0667265932526903	-0.0529895488984251
1.2250021.2250173	Yes	10.9603640088778	0.0340628089793125	1	1	NA	0.948689785030598	90.3333333333333	134	18.6666666666667	44.6666666666667	2015.33333333333	1969.66666666667	3.10922600618285e-07	0.000163345533181804	AT1G07320:I002	0.000315268051997082	0.0989265657588199	-0.0318550294060827
1.2250021.2250179	Yes	5.67713234464902	0.482947251881569	1	0.492509173990878	NA	0.331349206349206	90.3333333333333	134	22	48.3333333333333	55.6666666666667	46.6666666666667	0.000495758916184198	0.05517239375035	AT1G07320:I002	0.000315268051997082	0.0989265657588199	-0.127564635752409
1.2259586.2260012	Yes	5.82442843541655	-0.0590169676764826	1	1	NA	0.937219730941704	4	2	2	2.66666666666667	43.6666666666667	69.6666666666667	0.238250247746314	0.733305073811666	AT1G07350:I008	0.000338168546054435	0.103420843571125	0.0580251000692208
1.2885058.2885150	Yes	8.08569374839728	-0.0666843067118314	1	1	NA	0.928861788617886	18.6666666666667	14	17.6666666666667	9.33333333333333	238.666666666667	304.666666666667	0.00872489478279763	0.239694946944532	AT1G08980:I003	0.000873471971026395	0.177159802786712	0.0609830007390983
1.3589937.3590425	No	2.8073549220576	1.54086019354212	0.457071545747435	0.180845957936482	NA	0.0189111747851003	566.333333333333	751.333333333333	4.33333333333333	4.66666666666667	11	3	0.00178448608777597	0.114482918005558	AT1G10760:E032	0.291014949927442	0.999995054331151	-0.0149586056151398
1.3636514.3636998	No	2.58496250072116	-1.98383643488501	0.161693091224882	0.0874127625149742	NA	0.464788732394366	8	4.33333333333333	8.66666666666667	8.33333333333333	1	11	7.07441068467627e-05	0.0140352427505543	AT1G10900:I009	0.394737866887041	0.999995054331151	0.40818495880946
1.3643582.3643732	Yes	6.03342300153745	0.250998978903974	1	1	NA	0.7375	9.33333333333333	23	11.6666666666667	30	59	72	0.0159055429868373	0.305571531344036	AT1G10910:I009	0.000562670823378263	0.135960547613804	-0.1615
1.3833502.3833609	Yes	4.61470984411521	0.500526796563371	1	0.860532894069055	NA	0.869047619047619	2	10.3333333333333	1.66666666666667	12	24.3333333333333	24.6666666666667	0.00034265437268638	0.0433686063971123	AT1G11380:I003	0.000683282385008924	0.150474926247978	-0.344224924012158
1.3991415.3991722	Yes	7.23202112253423	0.0673823142955358	1	1	NA	0.978978978978979	1	5.33333333333333	1.33333333333333	13.3333333333333	108.666666666667	192	0.00291147217357916	0.14735841320302	AT1G11820:I002	8.30409384011246e-05	0.0430545268010255	-0.0675865739156879
1.4008073.4008177	Yes	3.22239242133645	0.462233193065927	1	1	NA	1	0	3.33333333333333	0	3	8	10.6666666666667	0.00244831401434024	0.13543353034973	AT1G11880:I001	0.000226287697937342	0.0816403259339426	-0.372549019607843
1.4106701.4108426	Yes	6.97345821254751	0.0214148922624897	1	1	NA	0.926258992805755	11.6666666666667	6.33333333333333	2	1.66666666666667	171.666666666667	79.6666666666667	0.746207205932456	0.960061807034256	AT1G12110:I004	9.26872638969008e-05	0.0465156381208745	-0.0175137456574664
1.4393850.4394044	Yes	13.5859210046309	0.00302864095448813	1	1	NA	0.993291066282421	46.3333333333333	53	50.6666666666667	47.6666666666667	14361.3333333333	10231	0.00504888922468727	0.188825043635293	AT1G12900:E007	2.72138254201874e-07	0.000484217451189492	-0.0030345732996816
1.4856765.4856906	Yes	4.89077093024524	-1.08317266600264	0.00254960958026145	0.00246736410993044	NA	0.447368421052632	10.3333333333333	5	102	44	19.6666666666667	39.6666666666667	9.99720191287533e-08	6.18504520187423e-05	AT1G14205:I004	9.74577422932757e-12	7.6299179152694e-08	0.298378522062733
1.4857182.4857261	Yes	5.63903917347695	0.543093362580212	1	0.408072039916456	NA	0.788461538461539	12.3333333333333	27.3333333333333	6	10.6666666666667	68.3333333333333	31.3333333333333	2.36333222530456e-06	0.000899998932144851	AT1G14210:I001	2.25149964433929e-10	1.10167988378438e-06	-0.336538461538462
1.4919995.4920085	Yes	6.04439411935845	0.121041988541318	1	1	NA	0.967741935483871	1.33333333333333	4.66666666666667	0.666666666666667	7.33333333333333	60	72	0.00392653769648161	0.170868893308391	AT1G14380:I004	0.000149886259845529	0.0636017362611196	-0.110599078341014
1.4990880.4991623	Yes	5.59991284218713	0.207825582869948	1	1	NA	0.925133689839572	0.666666666666667	0.666666666666667	4	12.3333333333333	57.6666666666667	39.3333333333333	0.00277232975883682	0.144516140904244	AT1G14580:I004	3.35040954329812e-05	0.0229084618288243	-0.173541333151674
1.5067310.5067782	Yes	7.31891934501502	0.0915217761596629	1	1	NA	0.862714508580343	10	15.6666666666667	19.3333333333333	20.3333333333333	184.333333333333	135	0.0397811742153062	0.42415358638652	AT1G14720:I001	3.00644616307102e-05	0.0214952663820775	-0.0732408243698169
1.5401608.5402155	Yes	6.05528243550119	-0.241979921233714	1	1	NA	0.0138577273327174	3171.66666666667	2651.66666666667	2641.66666666667	2329.66666666667	63	70	0.253031134735161	0.744471399767216	AT1G15690:I007	0.000935162424755148	0.183146069212177	0.00313675620559728
1.5401756.5401838	Yes	11.5744358471319	0.0170568399947992	1	1	NA	0.985079051383399	26.6666666666667	47.3333333333333	23.6666666666667	43	3323	2776.33333333333	3.56094088753757e-07	0.000181993108762579	AT1G15690:I007	0.000935162424755148	0.183146069212177	-0.016590679290376
1.5725902.5726051	Yes	8.98156728190301	0.0182406975356741	1	1	NA	0.991436100131752	2	7.33333333333333	2.33333333333333	6.66666666666667	501.666666666667	509.333333333333	0.00947864821370797	0.246567362281067	AT1G16720:I011	0.000952001500427957	0.183802025814438	-0.0181876924884402
1.5775209.5775540	Yes	10.3064414959439	0.0282594281952217	1	1	NA	0.955089820359281	27.3333333333333	47.6666666666667	32.6666666666667	50.6666666666667	1276	1256.66666666667	0.00130828167098308	0.095167110555728	AT1G16880:I006	4.95373566452129e-05	0.0299479141550224	-0.0276605460665385
1.5953110.5953203	Yes	7.70850914811698	0.0744242601769116	1	1	NA	0.975155279503106	3.33333333333333	10.3333333333333	2	10.3333333333333	209.333333333333	209	0.000462057100915228	0.0531190558838229	AT1G17370:I008	0.000634370564014286	0.145643854168318	-0.0651407657150069
1.5977902.5978013	Yes	4.41503749927884	-0.30181171096698	1	1	NA	1	3.66666666666667	0	3.66666666666667	0	20.6666666666667	22	2.41868096259802e-05	0.00626584956037894	AT1G17420:I001	3.13082200275376e-07	0.00055081008805526	0.261904761904762
1.6048837.6049003	Yes	5.88264304936184	0.115383327075566	1	1	NA	0.939226519337017	3	5	0.666666666666667	6.66666666666667	56.6666666666667	61.3333333333333	0.0125940800096887	0.278731329014306	AT1G17580:I036	0.000343113184012109	0.104306998200696	-0.0990438709351901
1.6461389.6461994	Yes	9.58402294025754	0.013074951388015	1	1	NA	0.974803149606299	7.66666666666667	17.3333333333333	13.6666666666667	11.3333333333333	825.333333333333	709.666666666667	0.0113414502004433	0.267689496016733	AT1G18730:E007	3.68728712134455e-05	0.0241569761578665	-0.0136293347078794
1.6859041.6859119	Yes	7.29308841200738	0.0815710190578294	1	1	NA	0.987146529562982	1	9.66666666666667	0.666666666666667	9.66666666666667	128	185.666666666667	3.7065013975777e-05	0.00846008943997109	AT1G19835:I003	0.000412289717371788	0.116737634098295	-0.0814554726524129
1.6939064.6940085	Yes	10.1916761463524	0.0235370985992134	1	1	NA	0.962592804111936	23.3333333333333	48.6666666666667	20.3333333333333	29	1123.66666666667	1215.33333333333	0.00217316806176033	0.127806473645954	AT1G20010:I002	1.38440666082934e-07	0.00027439115258987	-0.022659831696365
1.6944046.6944164	Yes	12.0908842976424	0.0340370009030213	1	1	NA	0.944321696862572	141.666666666667	221.666666666667	110.333333333333	200.666666666667	4274	4450.66666666667	5.78815056066755e-08	3.70280197669806e-05	AT1G20020:I008	7.17321929008881e-07	0.00115791288992043	-0.0309897316118707
1.6967318.6967617	Yes	7.86418614465428	0.159479276501461	1	1	NA	0.911144578313253	8	36	11.6666666666667	38.3333333333333	201.666666666667	264.333333333333	1.6671043726088e-06	0.000684597502601565	AT1G20090:I001	0.000269712063741549	0.0898537132523149	-0.130632767289631
1.6967704.6967790	Yes	8.05166211982249	0.134159705174936	1	1	NA	0.936857562408223	9	40.6666666666667	5.33333333333333	31	212.666666666667	318	1.82154368813591e-06	0.000728919773994097	AT1G20090:I002	0.000142795899857375	0.0615945983574874	-0.12077544093688
1.7016803.7016927	Yes	9.11330807697088	0.0171467810795889	1	1	NA	0.985410334346505	2.66666666666667	4.66666666666667	5.33333333333333	13.6666666666667	540.333333333333	567.333333333333	0.0538561387567151	0.471530719377731	AT1G20260:I001	3.76645689518877e-05	0.0244977119355819	-0.0167136923430896
1.7177522.7177798	Yes	9.03250496457304	0.0592912423289764	1	1	NA	0.94663930220626	20.3333333333333	28	14.3333333333333	23.3333333333333	615	432.333333333333	0.00023917568693901	0.0341302616450039	AT1G20693:I003	4.57294975290853e-06	0.00534349178627361	-0.0527730031021935
1.7177626.7177798	No	2.4594316186373	0.187285528420649	1	1	NA	0.103896103896104	31.6666666666667	39.6666666666667	14.3333333333333	23.3333333333333	5.33333333333333	5.66666666666667	0.655576661367863	0.934163557405163	AT1G20693:I003	4.57294975290853e-06	0.00534349178627361	-0.0213718320514437
1.7177855.7177960	Yes	9.35204342579543	0.0496546345818362	1	1	NA	0.972295514511873	11	26.6666666666667	10	20	737	570	3.35511427179774e-06	0.00120424271376179	AT1G20693:I004	7.89912836885873e-05	0.0414243221938582	-0.047971190187549
1.7232289.7232551	Yes	8.03342300153745	0.0370733557272728	1	1	NA	0.919087136929461	18.6666666666667	23.6666666666667	7.33333333333333	6.33333333333333	295.333333333333	228.666666666667	0.174617428631432	0.672244821581251	AT1G20810:I001	0.000166461895188142	0.0682315106980736	-0.0350665183727596
1.7232320.7232551	No	5.10852445677817	-0.167251321608815	1	1	NA	0.72	10	10	7.33333333333333	6.33333333333333	27	42	0.308388882423918	0.780766141735865	AT1G20810:I001	0.000166461895188142	0.0682315106980736	0.110977443609023
1.7277304.7277397	Yes	5.56985560833095	-0.137544992699713	1	1	NA	0.987261146496815	2	0.333333333333333	4.66666666666667	0.333333333333333	43.3333333333333	51.6666666666667	0.00431069041072335	0.177542287076974	AT1G20910:I001	0.000195137185734074	0.075817333511304	0.120594479830149
1.7317441.7317660	Yes	6.64385618977472	0.0421325532830892	1	1	NA	0.952380952380952	2.66666666666667	5.33333333333333	1.66666666666667	5.66666666666667	86.6666666666667	113.333333333333	0.310093126796372	0.781479424306224	AT1G20970:I005	0.000362325875883785	0.108149897410659	-0.0408528022469041
1.7478070.7478164	Yes	7.23202112253423	-0.0600884782621378	1	1	NA	0.994241842610365	6	0.666666666666667	2.66666666666667	0.333333333333333	128	172.666666666667	0.000507857856941769	0.0558197640913903	AT1G21350:I006	0.000465716890163975	0.124865556412646	0.0576564767567061
1.7887569.7887991	Yes	5.98489310760979	0.466310164110668	1	0.412237419757729	NA	0.663120567375887	26.3333333333333	70	5.33333333333333	19.6666666666667	62.3333333333333	64.3333333333333	2.62423609494207e-05	0.00663770428966871	AT1G22330:I003	0.00018861001886342	0.074388836633792	-0.245371649626969
1.7888024.7888317	Yes	6.14635653030391	0.225916452479078	1	1	NA	0.808764940239044	8	19	8	22	67.6666666666667	74	0.00786135920942446	0.228834986166984	AT1G22330:I004	0.000539100662339007	0.134278592431618	-0.165286679369479
1.7896005.7897020	Yes	7.18487534290828	0.106280860366853	1	1	NA	0.883512544802867	9	13	12.6666666666667	19.6666666666667	164.333333333333	126.666666666667	0.0315610170213006	0.391649474277202	AT1G22360:I002	2.74008185186487e-05	0.0200853847726887	-0.0885334653049595
1.7925488.7925951	Yes	9.18073798692994	0.0266279520947119	1	1	NA	0.978350515463917	8.66666666666667	13.3333333333333	5.33333333333333	12	632.666666666667	528	0.00922357897584248	0.243391849889951	AT1G22450:I001	0.000661658415381669	0.148062868665212	-0.024133647994038
1.7956018.7956351	Yes	8.28154371150505	0.0781394437322387	1	1	NA	0.983905579399142	3.33333333333333	18.3333333333333	1.66666666666667	11.6666666666667	305.666666666667	316.666666666667	2.83948508128783e-06	0.00103497030061716	AT1G22530:I001	1.58001909207122e-10	8.53095894542825e-07	-0.0704440409376032
1.7956486.7956581	Yes	8.46011455121378	0.0754608569345195	1	1	NA	0.985058697972252	2.66666666666667	22	2	15.3333333333333	307.666666666667	396.666666666667	5.31074770538419e-07	0.000250963519329962	AT1G22530:I002	7.33351962410608e-08	0.000166416691191726	-0.071080203348596
1.7956708.7956785	Yes	7.89986039354099	0.158896914873379	1	1	NA	0.981455064194009	3	25	1.33333333333333	23	229.333333333333	248.333333333333	1.88467704470208e-11	2.90546138699572e-08	AT1G22530:I003	6.39683763839941e-05	0.0355518505917822	-0.143434816724942
1.7957549.7957652	No	4.38082178394093	1.32141234143584	0.000726483946349542	0.000826688628604652	NA	0.0620782726045884	225.666666666667	345.666666666667	237.666666666667	331.666666666667	30.6666666666667	11	1.53043988857613e-06	0.000634013377452909	NA	NA	NA	-0.0460976430646368
1.8052480.8052615	Yes	4.26052755022322	0.206633323892246	1	1	NA	0.630952380952381	2.33333333333333	7.66666666666667	8	11.6666666666667	17.6666666666667	20.6666666666667	0.206596047768648	0.704218435466799	AT1G22750:E010	7.42356982586953e-05	0.0398073678001652	-0.114285714285714
1.8052480.8052663	Yes	5.91488338636205	0.270094063892634	1	0.968403007596062	NA	0.712727272727273	2.33333333333333	7.66666666666667	24	38.3333333333333	65.3333333333333	55.3333333333333	0.00554430887231844	0.198243825872226	AT1G22750:E010	7.42356982586953e-05	0.0398073678001652	-0.166674641148325
1.8052480.8052663	Yes	5.91488338636205	0.270094063892634	1	0.968403007596062	NA	0.712727272727273	2.33333333333333	7.66666666666667	24	38.3333333333333	65.3333333333333	55.3333333333333	0.00554430887231844	0.198243825872226	AT1G22750:E011	0.000111104772120966	0.0532008382688952	-0.166674641148325
1.8061981.8062191	Yes	8.0260622965862	0.0712181248946351	1	1	NA	0.924411400247831	7.66666666666667	20.3333333333333	12.6666666666667	23	248.666666666667	272.666666666667	0.00726441772138954	0.221175483054925	AT1G22770:I001	0.00048266569035414	0.125958851883268	-0.0615422019355952
1.8066310.8066612	Yes	7.98489310760979	0.0394009936551693	1	1	NA	0.941605839416058	5.66666666666667	8.66666666666667	10.3333333333333	17.3333333333333	258	248.666666666667	0.115538501320744	0.600216833814024	AT1G22770:I011	0.000946348598919849	0.183389006522613	-0.0362660335908157
1.8106238.8106534	Yes	5.56478461878353	0.289484645090605	1	1	NA	0.815950920245399	3.66666666666667	16	6.33333333333333	16	44.3333333333333	50.3333333333333	0.00298872006296635	0.149790647946416	AT1G22910:I002	0.000875416591500514	0.177324520673427	-0.204614887856735
1.8157023.8157200	Yes	6.36632221424582	0.207803640386326	1	1	NA	0.782945736434108	12.3333333333333	33	6.33333333333333	23	67.3333333333333	97.6666666666667	0.0135647644355432	0.287254935379798	AT1G23030:I001	9.7572761802543e-05	0.048655558822549	-0.147370899123913
1.8270232.8270418	No	6.36632221424582	-0.778544221223704	0.000752673494618471	0.000861109506555031	NA	0.325189553496209	195	246.333333333333	17.6666666666667	20.6666666666667	36.3333333333333	128.666666666667	1.08338448494547e-07	6.61560997271347e-05	AT1G23310:I009	0.212250716082267	0.999995054331151	0.179272552157521
1.8270232.8270418	No	6.36632221424582	-0.778544221223704	0.000752673494618471	0.000861109506555031	NA	0.325189553496209	195	246.333333333333	17.6666666666667	20.6666666666667	36.3333333333333	128.666666666667	1.08338448494547e-07	6.61560997271347e-05	AT1G23310:E010	0.667429838355679	0.999995054331151	0.179272552157521
1.8270232.8270418	No	6.36632221424582	-0.778544221223704	0.000752673494618471	0.000861109506555031	NA	0.325189553496209	195	246.333333333333	17.6666666666667	20.6666666666667	36.3333333333333	128.666666666667	1.08338448494547e-07	6.61560997271347e-05	AT1G23310:E011	0.974796289696936	0.999995054331151	0.179272552157521
1.8334604.8334716	No	3.02974734339405	1.12921048998002	1	0.545391441559538	NA	0.526315789473684	1.66666666666667	18	4.33333333333333	30.6666666666667	6.66666666666667	9.66666666666667	0.00285524372005834	0.146394302649614	AT1G23480:I004	0.000379811994367958	0.110335032033656	-0.360601503759399
1.8334609.8334720	Yes	6.10503547069829	0.405617311327744	1	0.584418102672719	NA	0.903553299492386	1.66666666666667	19.3333333333333	4.66666666666667	34	59.3333333333333	78.3333333333333	2.80525992258817e-08	2.11043070288215e-05	AT1G23480:I004	0.000379811994367958	0.110335032033656	-0.308616590631626
1.8500933.8501272	Yes	9.65075259404074	0.0173792005869711	1	1	NA	0.989695550351288	4	14.6666666666667	3.33333333333333	10.3333333333333	704.333333333333	903.333333333333	0.0044668197494613	0.180020470772016	AT1G24020:I001	0.000640605946435115	0.145835069697134	-0.0166255323979667
1.8860860.8860949	Yes	9.4370584689252	-0.076664751104719	1	1	NA	0.916629514043691	62.3333333333333	32.6666666666667	62.3333333333333	29.6666666666667	701	685.333333333333	1.29425370821361e-05	0.00379159889304359	AT1G25275:I002	6.29156458020549e-05	0.0353627146494719	0.0676186137610916
1.8860860.8860949	Yes	9.4370584689252	-0.076664751104719	1	1	NA	0.916629514043691	62.3333333333333	32.6666666666667	62.3333333333333	29.6666666666667	701	685.333333333333	1.29425370821361e-05	0.00379159889304359	AT1G25275:E004	0.000363310827365141	0.108149897410659	0.0676186137610916
1.8860999.8861125	Yes	9.48951350001335	-0.0724285212512097	1	1	NA	0.911923556294142	68.6666666666667	33	57.3333333333333	37.6666666666667	706	731.666666666667	2.49482173188056e-05	0.00643476829927776	AT1G25275:E007	0.000117916485905966	0.0551091152431186	0.0633658639864498
1.9213536.9213694	Yes	4.79007693062577	0.129960826137781	1	1	NA	0.951807228915663	1	4	0.333333333333333	1.66666666666667	26.3333333333333	29	0.1336785444608	0.6243045611119	AT1G26660:I008	0.000894800616108742	0.179624340602168	-0.115268767377201
1.9216199.9216860	Yes	7.12928301694497	-0.0562920193549558	1	1	NA	0.947552447552447	9.33333333333333	8	2.66666666666667	2	99.3333333333333	180.666666666667	0.0734762425624445	0.521209182700952	AT1G26670:I001	0.000103601852744652	0.0508522711627112	0.0553368786901721
1.9429766.9429853	Yes	5.83710226545166	-0.162927337804909	1	1	NA	0.98	5.66666666666667	0.666666666666667	4	0.666666666666667	49	65.3333333333333	0.000206004242764173	0.0308333813433013	AT1G27150:I002	0.000655127608994232	0.147439330286391	0.144772727272727
1.9515524.9516004	Yes	10.9561341146284	0.00276381937892009	1	1	NA	0.98654563138272	10.6666666666667	17.6666666666667	17	14.6666666666667	2028.66666666667	1944.66666666667	0.216780771566296	0.71491669454586	AT1G27400:I003	1.29479976013551e-12	1.1925791273074e-08	-0.00290037763124476
1.9675232.9675309	Yes	6.02236781302845	-0.491412419814029	1	0.311499803169292	NA	0.716049382716049	53.3333333333333	13.3333333333333	37.6666666666667	9.66666666666667	72	58	2.19682890287791e-06	0.000850154704517433	AT1G27770:I006	2.04576137130603e-05	0.0167096252783372	0.274331591305006
1.9675363.9675834	Yes	6.25738784269265	-0.306887243695412	1	0.837315211396648	NA	0.72972972972973	31	8.33333333333333	48.3333333333333	15	90	63	0.000771531401915446	0.0709922128226288	AT1G27770:I007	3.05570167500398e-06	0.00392179272598727	0.198233666737604
1.10075858.10075986	Yes	7.56985560833095	0.0928817242840925	1	1	NA	0.952293577981651	3.66666666666667	14	5	17.3333333333333	173	207	0.000645675446995081	0.064185532651622	AT1G28670:I004	4.10272743811854e-05	0.0257112980190775	-0.0837621094501828
1.10256448.10256546	Yes	5.91886323727459	0.111049802182825	1	1	NA	0.994845360824742	0	3	0.333333333333333	4.33333333333333	64.3333333333333	56.6666666666667	0.000346673612588075	0.0434874989084867	AT1G29320:I004	0.000959323963250329	0.184108678320906	-0.109428694158076
1.10284991.10285311	Yes	3.29768054864069	0.902920586518304	1	0.696277003501494	NA	0.7	3.66666666666667	4.66666666666667	2.33333333333333	9.66666666666667	14	5.66666666666667	0.000527015168517667	0.0567046484803812	AT1G29380:I002	1.64414559542736e-05	0.0140676870593673	-0.416666666666667
