	event	J3	logFC	log.mean	pvalue	FDR	dPIN	multiplicity	countsJ1.col_16	countsJ1.col_23	countsJ2.col_16	countsJ2.col_23	countsJ3.col_16	countsJ3.col_23
AT1G48410:E021	Alt3ss	1.17890643.17890735	0.388353981551324	6.78354396078654	0.00367473385332768	0.753988573360053	-0.222733136049776	No	0	0	60	102.333333333333	131.666666666667	88.6666666666667
AT5G37850:E003	Alt5ss	5.15065479.15065605	0.44155737362388	6.20620038783386	0.00602105179654155	0.962565673258679	-0.292367525522606	No	0	0	19.6666666666667	38.6666666666667	101.333333333333	46.3333333333333
AT1G36070:E010	Alt3ss	1.13470266.13470339	0.918195287881655	3.32192809488736	0.00678924839781758	0.962565673258679	-0.440545808966862	No	0	0	3.33333333333333	25.3333333333333	9.33333333333333	10.6666666666667
AT4G25080:E007	Alt3ss*	4.12878145.12878385;4.12878145.12878382	0.256393581229187	8.36340473086352	0.00708219774212637	0.962565673258679	-0.106904830554629	Yes	385.333333333333	492.333333333333	0	0	361	297.666666666667
AT1G70620:E013	Alt3ss	1.26628897.26629053	0.46470580762298	5.4318457869654	0.00748457617933731	0.962565673258679	-0.234276451517831	No	29.3333333333333	59	0	0	48.6666666666667	37.6666666666667
AT1G77800:E021	Alt3ss	1.29259865.29259987	-0.829095808649242	4.14295795384204	0.00752908151385875	0.962565673258679	0.362010391686651	No	17.6666666666667	17.3333333333333	0	0	6.33333333333333	29
AT1G22750:E010	Alt3ss*	1.8052480.8052663;1.8052480.8052615	0.371835442964311	6.31288295528436	0.00765411879099145	0.962565673258679	-0.282385497713965	Yes	8.33333333333333	45.3333333333333	0	0	83	76
AT2G03390:E009	Alt3ss	2.1032225.1032513	-1.18283622980006	2.87446911791614	0.00770997193863613	0.962565673258679	0.0449928761867144	No	0	0	174	166.333333333333	3.33333333333333	11.3333333333333
AT4G25080:E008	Alt3ss*	4.12878145.12878385	0.439193940831636	5.78135971352466	0.00846227476428455	0.962565673258679	-0.0697432270485845	No	289.333333333333	259.333333333333	0	0	71.6666666666667	38.3333333333333
AT2G39470:E003	Alt5ss	2.16476534.16476644	-0.272387051216908	7.70274987882829	0.0085296027758855	0.962565673258679	0.0539353929814912	No	0	0	829	782	180	236.666666666667
AT1G09140:E003	Alt3ss	1.2943226.2944169	-0.529214069749681	4.87446911791614	0.00938156029620116	0.999998295538406	0.185472242249459	No	0	0	42	53.6666666666667	15	43.6666666666667
AT3G54500:E016	Alt3ss	3.20178454.20178714	-1.12878913115985	3.34577483684173	0.0101373858720915	0.999998295538406	0.0546522795322298	No	0	0	186	190.666666666667	4.33333333333333	16
AT1G79650:E012	Alt3ss	1.29974309.29974392	0.546620976993509	4.65344223860392	0.010590061927085	0.999998295538406	-0.160430247718383	No	0	0	53.6666666666667	61.3333333333333	33	17.3333333333333
AT2G17560:E002	Alt5ss	2.7642506.7642612	0.643368221912281	4.55458885167764	0.0118714098449725	0.999998295538406	-0.0281372264632843	No	473.333333333333	544.666666666667	0	0	29.6666666666667	17.3333333333333
AT1G17200:E003	Alt3ss	1.5878710.5879429	-1.0458957156211	2.70043971814109	0.0125472127260976	0.999998295538406	0.0185095341007659	No	365	318.666666666667	0	0	3.66666666666667	9.33333333333333
AT1G05230:E004	Alt5ss	1.1513744.1513831	-1.02361402854694	2.84130225398094	0.012774106807951	0.999998295538406	0.121044148287927	No	43.3333333333333	49.6666666666667	0	0	3	11.3333333333333
AT2G04270:E009	Alt3ss	2.1475781.1475973	-0.989821009304467	2.8073549220576	0.0168693474520147	0.999998295538406	0.0872460872460872	No	61.6666666666667	66.3333333333333	0	0	3.33333333333333	10.6666666666667
AT2G33830:E003	Alt3ss	2.14310083.14310196	-0.763578555743283	3.93859945533586	0.0168809517415067	0.999998295538406	0.0148718573182449	No	0	0	649	788.333333333333	8.33333333333333	22.3333333333333
AT1G09840:E014	Alt3ss*	1.3199619.3200036	0.899331441965721	2.93859945533586	0.0174931143931617	0.999998295538406	-0.0909812819058423	No	0	0	57.6666666666667	67	10.6666666666667	4.66666666666667
AT5G65060:E005	Alt3ss	5.25990003.25990122	-0.610985476374399	4.40372218605101	0.019426540272534	0.999998295538406	0.355194290245837	No	25.6666666666667	7.66666666666667	0	0	17.6666666666667	24.6666666666667
AT4G32330:E008	Alt3ss	4.15610739.15610860	-0.424269429377036	5.4262647547021	0.0210001979867181	0.999998295538406	0.0708224292543355	No	202.333333333333	218	0	0	30.6666666666667	55.3333333333333
AT5G64940:E020	Alt3ss	5.25953337.25953482	0.236264367208793	7.03708931873522	0.021787993441882	0.999998295538406	-0.0788578722362588	No	221.666666666667	300	0	0	134.666666666667	128
AT5G53450:E003	Alt3ss	5.21688941.21689269	-0.534093534897037	5.13613668798603	0.0229211401623833	0.999998295538406	0.103752974259139	No	76.3333333333333	172.666666666667	0	0	13	57.3333333333333
AT3G52920:E005	Alt3ss	3.19625738.19625868	-0.27619456484118	6.7922480296674	0.0239536082654209	0.999998295538406	0.127170904174166	No	104	126	0	0	73.3333333333333	148.333333333333
AT4G08460:E004	Alt3ss	4.5378202.5380531	-0.29343113867699	6.51306958223937	0.0244148226839222	0.999998295538406	0.189451684288173	No	0	0	54.6666666666667	31.6666666666667	76	106.666666666667
AT2G26670:E002	Alt5ss	2.11342095.11342895	-0.793817958108132	3.36923380966572	0.0260887976158033	0.999998295538406	0.0251581181770923	No	0	0	325	295.333333333333	6.66666666666667	14
AT2G28290:E036	Alt3ss*	2.12072240.12072376	-0.474633497276786	4.89077093024524	0.0263671782199345	0.999998295538406	0.0944326990838619	No	109	118.333333333333	0	0	20	39.3333333333333
AT4G15510:E004	Alt3ss	4.8861140.8861334	-0.49457306732555	4.8073549220576	0.0268879773781565	0.999998295538406	0.0351194921583271	No	421.666666666667	315.333333333333	0	0	24.6666666666667	31.3333333333333
AT3G55080:E014	Alt3ss	3.20414651.20414769	-0.944304656406056	2.58496250072116	0.0279373913772306	0.999998295538406	0.128602552131964	No	0	0	41.3333333333333	31.3333333333333	3.66666666666667	8.33333333333333
AT3G13235:E017	Alt3ss	3.4273696.4273802	0.888418610227708	2.90689059560852	0.028428281782628	0.999998295538406	-0.0468887351076365	No	0	0	129.333333333333	123	11	4
AT5G04800:E007	Alt3ss	5.1388576.1389193	0.208767967872085	7.7987417917529	0.028769624041435	0.999998295538406	-0.0555313414762154	No	585.666666666667	570.333333333333	0	0	256.333333333333	189
AT3G51100:E006	Alt3ss	3.18981618.18981994	0.892489151795017	2.58496250072116	0.0292120540938836	0.999998295538406	-0.0618589743589744	No	0	0	71.6666666666667	83	8.33333333333333	3.66666666666667
AT2G43190:E006	Alt3ss	2.17956430.17956520	-0.912205906710259	2.96962635095648	0.0315241486023939	0.999998295538406	0.266970288440685	No	14.6666666666667	16.3333333333333	0	0	3	12.6666666666667
AT5G01470:E008	Alt3ss	5.192215.192302	0.915563879102821	2.87446911791614	0.0344605373850277	0.999998295538406	-0.152273338714017	No	31.3333333333333	35.3333333333333	0	0	10.6666666666667	4
AT3G52560:E006	Alt5ss	3.19495028.19495269	-0.182057056817675	8.44225238443868	0.034882090600754	0.999998295538406	0.138529569554717	No	174.333333333333	80.3333333333333	0	0	355	340.666666666667
AT5G06220:E016	Alt3ss	5.1883813.1883935	-0.337806661163475	5.6724253419715	0.0354199284183592	0.999998295538406	0.0980774553154787	No	146	123.666666666667	0	0	42.6666666666667	59.3333333333333
AT2G47640:E006	Alt3ss	2.19537529.19537863	-0.234517441078641	7.69464808033133	0.0355366913562527	0.999998295538406	0.130330432400046	No	172.333333333333	129.333333333333	0	0	181.333333333333	233
AT1G49720:E002	Alt3ss	1.18400160.18400784	-0.722648102550215	3.54432051622381	0.0361144433456593	0.999998295538406	0.0900794121133104	No	72	78.6666666666667	0	0	6.66666666666667	16.6666666666667
AT1G23230:E013	Alt3ss	1.8247759.8247867	-0.756277639721821	3.22239242133645	0.0363730326559516	0.999998295538406	0.167932203389831	No	33.6666666666667	28.6666666666667	0	0	5.66666666666667	13
AT2G23310:E003	Alt3ss	2.9918767.9918875	-0.467558468320034	4.6724253419715	0.0365057269016065	0.999998295538406	0.0730941831401954	No	125.666666666667	130.333333333333	0	0	18.3333333333333	32.6666666666667
AT2G05990:E003	Alt3ss	2.2322382.2322850	-0.211853899329951	7.7290542031802	0.0373812763978651	0.999998295538406	0.089991615882272	No	323	285	0	0	186	238.333333333333
AT5G19210:E004	Alt3ss	5.6461898.6461996	-0.877153624361961	2.73696559416621	0.0378815985285655	0.999998295538406	0.157081236520489	No	31.6666666666667	25.3333333333333	0	0	4	9.33333333333333
AT4G32520:E013	Alt3ss	4.15692342.15692716	0.651680587863884	3.90689059560852	0.0379201471246681	0.999998295538406	-0.0298395961271383	No	0	0	310.666666666667	296.333333333333	20.3333333333333	9.66666666666667
AT2G24270:E013	Alt3ss*	2.10329607.10329722	-0.504052427341163	4.54432051622381	0.0380008646501277	0.999998295538406	0.0907388209275002	No	0	0	106.666666666667	100.333333333333	17	29.6666666666667
AT1G48830:E007	Alt3ss	1.18060963.18061243	0.55913054058183	4.49185309632967	0.038373666842607	0.999998295538406	-0.0213714463745479	No	0	0	537	541	28.6666666666667	16.3333333333333
AT1G30200:E002	Alt3ss	1.10626309.10626661	-0.402545466132683	5.2667865406949	0.0407487213285904	0.999998295538406	0.184214208261919	No	46.3333333333333	36.3333333333333	0	0	29	48
AT2G20820:E004	Alt3ss	2.8964879.8965022	-0.74096883071058	3.48112668973662	0.0409990189248881	0.999998295538406	0.0139960806367718	No	652	512	0	0	8.33333333333333	14
AT3G01540:E012	Alt3ss	3.216150.216474	0.885399002127853	2.41503749927884	0.0410301207637709	0.999998295538406	-0.0193896559281175	No	0	0	209	278	7	3.66666666666667
AT5G61410:E002	Alt3ss	5.24683852.24684045	0.171217715687725	8.63843591399047	0.0426385032010054	0.999998295538406	-0.0213608555420967	No	0	0	2627.66666666667	2754.33333333333	427	370
AT5G25560:E003	Alt5ss*	5.8898022.8899426	0.797544365346942	2.66296501272243	0.0427338584181949	0.999998295538406	-0.0812251843448667	No	0	0	46.6666666666667	67	8	4.66666666666667
AT5G25560:E004	Alt3ss	5.8898022.8899426	0.797544365346942	2.66296501272243	0.0427338584181949	0.999998295538406	-0.0812251843448667	No	46.6666666666667	67	0	0	8	4.66666666666667
AT3G03770:E010	Alt3ss	3.948736.948879	1.01564079952535	1.8073549220576	0.04321293925854	0.999998295538406	-0.0782404140202305	No	0	0	32	62.3333333333333	4.33333333333333	2.66666666666667
AT2G20650:E003	Alt5ss	2.8903815.8903907	0.794532812816362	2.93859945533586	0.0447573072016465	0.999998295538406	-0.317048517520216	No	7.33333333333333	13.6666666666667	0	0	10.3333333333333	5
AT3G62840:E003	Alt3ss	3.23236111.23236488	-0.217579542936681	7.45669665091606	0.0466869693538049	0.999998295538406	0.0604545194925528	No	0	0	456	493.333333333333	142	209.333333333333
AT2G42210:E005	Alt3ss*	2.17590271.17590631;2.17590271.17590626	0.351974311513295	5.35167543828141	0.0474799810010049	0.999998295538406	-0.035744322960471	Yes	360	335.666666666667	0	0	50	31.6666666666667
AT1G01910:E005	Alt3ss*	1.313418.313567	0.64515222702231	3.54432051622381	0.0488707846012815	0.999998295538406	-0.329457364341085	No	0	0	9.66666666666667	8.66666666666667	19	4.33333333333333
AT2G47940:E019	Alt3ss	2.19621894.19621982	0.769841159479151	2.77258950389693	0.0508590240352177	0.999998295538406	-0.00918264095261867	No	0	0	562	513.666666666667	9.66666666666667	4
AT2G27710:E004	Alt3ss*	2.11816840.11816929	0.172135084769748	8.46284305328643	0.0526496168258222	0.999998295538406	-0.0260228819199216	No	1838.66666666667	1803.33333333333	0	0	390	315.666666666667
AT2G22990:E019	Alt3ss	2.9789750.9789849	-0.568206071637201	3.84130225398094	0.0557301078342315	0.999998295538406	0.00543387723193045	No	991.333333333333	1648.33333333333	0	0	7.33333333333333	21.3333333333333
AT1G02280:E009	Alt3ss	1.450251.450361	-0.285894971556633	5.87446911791614	0.057391236701999	0.999998295538406	0.0322919016467403	No	0	0	429.666666666667	467	47	70.3333333333333
AT5G45600:E003	Alt3ss	5.18488163.18488295	-0.916554098734375	2	0.0633795224198561	0.999998295538406	0.0333726724364019	No	91	103.333333333333	0	0	2	6
AT5G37290:E003	Alt3ss	5.14762801.14762887	0.784417447405421	2.73696559416621	0.0653574587824001	0.999998295538406	-0.183014354066986	No	16.6666666666667	24.6666666666667	0	0	8.66666666666667	4.66666666666667
AT1G50000:E004	Alt3ss	1.18515597.18515764	0.645385661843168	3.36923380966572	0.0664167881365404	0.999998295538406	-0.251282051282051	No	0	0	11.6666666666667	18.6666666666667	13.3333333333333	7.33333333333333
AT4G14880:E012	Alt3ss	4.8520063.8520332	-0.15301206115285	9.16113188298431	0.0682928895792311	0.999998295538406	0.0951937588483329	No	0	0	369	306.333333333333	509	636
AT3G22260:E012	Alt3ss	3.7873237.7873350	-0.810427517216983	2.73696559416621	0.0693270482856306	0.999998295538406	0.336842105263158	No	9.33333333333333	6.66666666666667	0	0	3.33333333333333	10
AT2G13360:E005	Alt3ss	2.5540930.5541235	0.145389396275029	9.14168142076284	0.0737652694533665	0.999998295538406	-0.0320503878368071	No	0	0	1951	2016.33333333333	608	521.666666666667
AT4G02260:E014	Alt3ss	4.988503.988619	-0.229575157828092	6.83289001416474	0.0737744705961507	0.999998295538406	0.137129669732955	No	72.3333333333333	78.6666666666667	0	0	78	150
AT2G39280:E009	Alt3ss	2.16403205.16403429	-0.620398709242176	3.54432051622381	0.0741131451912918	0.999998295538406	0.29940268790443	No	0	0	10.6666666666667	9.66666666666667	5.66666666666667	17.6666666666667
AT2G44530:E002	Alt3ss	2.18383827.18383965	-0.583810841821393	3.60486205815886	0.0743564053343663	0.999998295538406	0.0636023422709462	No	104.333333333333	96	0	0	8.66666666666667	15.6666666666667
AT5G23090:E008	Alt3ss	5.7749939.7750036	-0.620624684903033	3.58496250072116	0.0751634937297764	0.999998295538406	0.187844036697248	No	31	21.3333333333333	0	0	9	15
AT1G15690:E007	Alt5ss	1.5401608.5402155	-0.268489133864586	6.05528243550119	0.0756958381556993	0.999998295538406	0.00598701887389685	No	0	0	3323	2776.33333333333	63	70
AT5G47690:E025	Alt3ss	5.19325134.19325225	-0.376981497243694	4.90689059560852	0.0776272407484591	0.999998295538406	0.0648704957621099	No	123.666666666667	156	0	0	20	40
AT4G03110:E005	Alt3ss	4.1377407.1377508	-0.380163068678769	5.07324898203064	0.0786990220858802	0.999998295538406	0.0921921997508149	No	0	0	96.3333333333333	103.333333333333	24.3333333333333	43
AT5G18420:E004	Alt3ss	5.6105986.6106200	-0.38690716752004	4.90689059560852	0.079889648706166	0.999998295538406	0.211748633879781	No	0	0	30.3333333333333	22.6666666666667	21.6666666666667	38.3333333333333
AT5G17710:E003	Alt5ss	5.5840825.5841394	0.645834144649511	3	0.0834258132395757	0.999998295538406	-0.00734893442317031	No	676.666666666667	731	0	0	10.3333333333333	5.66666666666667
AT3G55470:E004	Alt3ss	3.20564586.20565558	0.576282325013294	3.27301849440642	0.0860697436970731	0.999998295538406	-0.160075925340082	No	23	23	0	0	13.3333333333333	6
AT4G16360:E007	Alt3ss	4.9246044.9246145	0.387044212898928	4.75488750216347	0.0867760538025298	0.999998295538406	-0.073013415892673	No	95.3333333333333	127.333333333333	0	0	29.3333333333333	24.6666666666667
AT3G05270:E005	Alt3ss	3.1502960.1503249	-0.551906230097961	3.56478461878353	0.0914278476036661	0.999998295538406	0.202861163227017	No	0	0	20	18.3333333333333	7.33333333333333	16.3333333333333
AT1G11860:E005	Alt3ss	1.4001452.4001801	0.259770359989364	5.84966572691557	0.0919442113570051	0.999998295538406	-0.00395321336552312	No	4053	2997.33333333333	0	0	73.3333333333333	42
AT5G64470:E006	Alt3ss	5.25777300.25777458	0.611325494081409	2.96962635095648	0.0920753832013942	0.999998295538406	-0.123789346246973	No	27.3333333333333	33.6666666666667	0	0	10	5.66666666666667
AT1G67700:E008	Alt5ss	1.25375712.25375804	-0.12652864291262	9.6122541923889	0.0932475146412649	0.999998295538406	0.0654992263339363	No	0	0	824.666666666667	626	787.666666666667	777.666666666667
AT5G57350:E017	Alt3ss	5.23236388.23236539	-0.243844138157979	6.28540221886225	0.0936405626876192	0.999998295538406	0.0553876290653765	No	0	0	228.666666666667	245.666666666667	63.6666666666667	92.3333333333333
AT5G20720:E002	Alt3ss	5.7014749.7015013	-0.287709617521287	6.37503943134692	0.095047525238738	0.999998295538406	0.0088465875278203	No	2738.66666666667	2370	0	0	77	89
AT2G38660:E003	Alt3ss	2.16166033.16166384	-0.68578009357298	2.70043971814109	0.097999020271128	0.999998295538406	0.145328282828283	No	23	23.6666666666667	0	0	3.66666666666667	9.33333333333333
AT4G23430:E004	Alt3ss	4.12230409.12230557	0.32546724418124	5.24792751344359	0.0982948069907517	0.999998295538406	-0.125323678361099	No	53	68	0	0	43.3333333333333	32.6666666666667
AT1G11400:E004	Alt3ss	1.3837987.3838715	0.632545770222251	3	0.0987381890941223	0.999998295538406	-0.077098445595855	No	56	59	0	0	10.6666666666667	5.33333333333333
AT3G21110:E013	Alt5ss	3.7405297.7405417	0.423353464927404	4.23521646169403	0.0994450868751756	0.999998295538406	-0.100160739401246	No	56.6666666666667	68.6666666666667	0	0	22.3333333333333	15.3333333333333
AT4G28025:E006	Alt5ss	4.13936536.13937285	0.330909584847861	4.91488338636205	0.101910750933488	0.999998295538406	-0.0166694754822081	No	629	503.666666666667	0	0	38.6666666666667	21.6666666666667
AT5G07940:E003	Alt3ss	5.2533886.2534531	0.63191040117405	3.34577483684173	0.103841708797203	0.999998295538406	-0.108407668752496	No	37.6666666666667	59	0	0	11.6666666666667	8.66666666666667
AT2G36000:E002	Alt5ss	2.15118116.15118313	-0.266782906266497	5.67713234464902	0.104295737592128	0.999998295538406	0.0704677393418898	No	0	0	118	153.666666666667	35.6666666666667	66.6666666666667
AT5G61570:E003	Alt3ss	5.24759026.24759645	-0.626007229404209	3.1963972128035	0.104901685506041	0.999998295538406	0.2875	No	7.33333333333333	10	0	0	3.33333333333333	15
AT3G07810:E005	Alt3ss	3.2494557.2495086	0.567049267622309	3.4594316186373	0.105638825018404	0.999998295538406	-0.048414376321353	No	97	120	0	0	13	9
AT4G16990:E007	Alt3ss	4.9562885.9563018	0.183671794880491	7.0480326964218	0.106333394252939	0.999998295538406	-0.0846790890269151	No	129.333333333333	164.333333333333	0	0	139	125.666666666667
AT1G59750:E016	Alt3ss	1.21982989.21983081;1.21982995.21983081	-0.299738569633551	5.25424128737579	0.106715361535811	0.999998295538406	0.0967858775235648	Yes	77	74	0	0	30.6666666666667	45.6666666666667
AT2G26260:E003	Alt3ss	2.11178480.11178565	0.562100846672552	3.16992500144231	0.1075745007935	0.999998295538406	-0.0982890425919185	No	31.6666666666667	58.3333333333333	0	0	9.33333333333333	8.66666666666667
AT4G15010:E007	Alt3ss*	4.8574897.8575069	-0.61432936601768	3.02974734339405	0.108781793133996	0.999998295538406	0.164335664335664	No	0	0	33	17	7.33333333333333	9
AT2G20050:E011	Alt3ss	2.8652112.8652202	0.613458753201133	3.54432051622381	0.1089406633174	0.999998295538406	-0.0746683921061145	No	0	0	76.6666666666667	85.3333333333333	15	8.33333333333333
AT1G76440:E006	Alt3ss*	1.28683009.28683673	-0.612108690257127	3.02974734339405	0.109639814818471	0.999998295538406	0.155188679245283	No	0	0	22	23.6666666666667	4.66666666666667	11.6666666666667
AT1G31870:E003	Alt3ss	1.11436889.11437269	-0.558285599259669	3.58496250072116	0.112103243132338	0.999998295538406	0.121054198927933	No	41.3333333333333	44.6666666666667	0	0	7.33333333333333	16.6666666666667
AT2G36060:E004	Alt5ss	2.15143351.15143478	-0.177307548337724	7.07859560349612	0.115162531647317	0.999998295538406	0.117235816765914	No	80.3333333333333	68	0	0	112	158.333333333333
AT3G05560:E005	Alt3ss	3.1614268.1614631	-0.662013381274424	2.50250034052918	0.115915858919004	0.999998295538406	0.00228410365806508	No	1970.33333333333	1556	0	0	4.33333333333333	7
AT5G51620:E005	Alt3ss*	5.20967606.20967699;5.20967650.20967951	0.32103866498881	4.97727992349992	0.115951908820356	0.999998295538406	-0.188639185995273	Yes	16.3333333333333	26	0	0	36.6666666666667	26.3333333333333
AT1G80490:E020	Alt3ss	1.30265106.30265249	-0.303604377930643	5.1632303488683	0.117729443383343	0.999998295538406	0.134686097898323	No	0	0	50.3333333333333	40.3333333333333	30	41.6666666666667
AT1G12250:E002	Alt3ss	1.4159450.4159570	-0.325231892903455	5.1963972128035	0.119721627665448	0.999998295538406	0.0495456466610312	No	163	232	0	0	23.6666666666667	49.6666666666667
AT1G67325:E005	Alt3ss	1.25210307.25210504	-0.456434135078917	3.85798099512757	0.120670796863838	0.999998295538406	0.0825276536455236	No	0	0	66	67	10.3333333333333	18.6666666666667
AT5G42520:E004	Alt3ss*	5.17001343.17001507	-0.755134088692419	1.87446911791614	0.125177755961937	0.999998295538406	0.0230726720088422	No	100.666666666667	120	0	0	2	5.33333333333333
AT4G24440:E002	Alt5ss	4.12633289.12633441	0.364615997605789	4.83289001416474	0.127374082039579	0.999998295538406	-0.0511267319123929	No	0	0	167.333333333333	172.333333333333	34	23
AT1G70830:E005	Alt3ss*	1.26710244.26710818	-0.493169351200203	3.87446911791614	0.129977330725347	0.999998295538406	0.016762823798158	No	0	0	305	463.333333333333	8.33333333333333	21
AT1G70830:E007	Alt5ss*	1.26710244.26710818	-0.493169351200203	3.87446911791614	0.129977330725347	0.999998295538406	0.016762823798158	No	305	463.333333333333	0	0	8.33333333333333	21
AT4G22890:E014	Alt3ss	4.12009185.12009262	0.171565342836116	7.07503339170882	0.131539634079959	0.999998295538406	-0.0168489385547514	No	897.333333333333	1651	0	0	107	162.666666666667
AT1G68590:E003	Alt3ss	1.25757859.25757945	0.612326025364645	2.77258950389693	0.132793242923715	0.999998295538406	-0.00143926431510477	No	0	0	3193.33333333333	2529.66666666667	9.66666666666667	4
AT5G14440:E002	Alt3ss	5.4656173.4656498	-0.25742498843818	5.49718654063272	0.133312408249198	0.999998295538406	0.101874490627547	No	0	0	62	77	31	59.3333333333333
AT2G26500:E004	Alt3ss	2.11270267.11270368	-0.220890482081238	6.28540221886225	0.133509085061155	0.999998295538406	0.00263419421022049	No	6509.33333333333	5607	0	0	75.6666666666667	80.3333333333333
AT1G76510:E019	Alt5ss	1.28712510.28712757	0.420052344051276	4.4262647547021	0.136752406310114	0.999998295538406	-0.157337011370517	No	30.3333333333333	41.6666666666667	0	0	25.3333333333333	17.6666666666667
AT4G20260:E002	Alt3ss*	4.10940826.10941567	-0.555888790790558	2.93859945533586	0.13737850314557	0.999998295538406	0.00397185382614562	No	938.666666666667	1104.33333333333	0	0	5	10.3333333333333
AT2G03810:E003	Alt5ss	2.1161724.1162633	0.555295255675986	2.96962635095648	0.137856605797834	0.999998295538406	-0.283333333333333	No	0	0	4	12.3333333333333	8	7.66666666666667
AT5G66240:E012	Alt3ss	5.26467808.26467913	0.82557253997	1.32192809488736	0.139164564434308	0.999998295538406	-0.0160561880720553	No	106.666666666667	175	0	0	3	2
AT1G18840:E008	Alt5ss	1.6503950.6504081	0.283115044815808	5.45395648857115	0.141161013112008	0.999998295538406	-0.131393005334914	No	38.3333333333333	71	0	0	42	45.6666666666667
AT1G15690:E009	Alt3ss	1.5401608.5402155	-0.221335085647961	6.05528243550119	0.143086732269079	0.999998295538406	0.00488635873962595	No	3237.33333333333	2849.66666666667	0	0	63	70
AT5G57860:E004	Alt3ss*	5.23437729.23437925	-0.323363393553466	4.93073733756289	0.143967758355666	0.999998295538406	0.169599661344944	No	31.6666666666667	29.6666666666667	0	0	21.3333333333333	39.6666666666667
AT1G32230:E006	Alt3ss	1.11615311.11615405	-0.155870848768327	7.31136990318879	0.144149482866163	0.999998295538406	0.100701885679945	No	94.6666666666667	72.6666666666667	0	0	144.333333333333	173.333333333333
AT1G16610:E010	Alt3ss	1.5677355.5677466	0.346001995347629	4.44846050081629	0.147119447342817	0.999998295538406	-0.0635109738908651	No	0	0	98	89.3333333333333	27.3333333333333	16.3333333333333
AT1G02960:E005	Alt3ss	1.667437.667541	-0.558243520512175	2.90689059560852	0.147182435832871	0.999998295538406	0.164691091954023	No	0	0	17	18.3333333333333	4.33333333333333	10.6666666666667
AT1G43170:E012	Alt3ss	1.16266790.16267477	0.223575027218459	6.03342300153745	0.148231255901015	0.999998295538406	-0.00197527623233384	No	7030	6111	0	0	76.6666666666667	54.3333333333333
AT3G59360:E003	Alt5ss	3.21935624.21935812	0.275705118821019	5.08746284125034	0.149726308502962	0.999998295538406	-0.128497632371933	No	32.3333333333333	51.3333333333333	0	0	35	33
AT1G72560:E005	Alt5ss	1.27324871.27324992	0.471694127673851	3.39231742277876	0.15032841163192	0.999998295538406	-0.138418862690707	No	22	26.3333333333333	0	0	13	8
AT5G62890:E005	Alt3ss*	5.25243538.25243699	0.66275238859931	2.16992500144231	0.15220867639422	0.999998295538406	-0.0152759264196215	No	195.333333333333	162.666666666667	0	0	6.33333333333333	2.66666666666667
AT3G23900:E003	Alt5ss	3.8631839.8632404;3.8631839.8631922	-0.305966388030662	4.66296501272243	0.152953618109096	0.999998295538406	0.101925073887691	Yes	55.3333333333333	43.3333333333333	0	0	22.6666666666667	28
AT1G58200:E014	Alt5ss	1.21552538.21552839	0.360362488918641	4.10153802646206	0.153818513535117	0.999998295538406	-0.0715099715099715	No	66.6666666666667	75.6666666666667	0	0	20	14.3333333333333
