	event	J3	logFC	log.mean	pvalue	FDR	dPIN	multiplicity	countsJ1.col_16	countsJ1.col_23	countsJ2.col_16	countsJ2.col_23	countsJ3.col_16	countsJ3.col_23
AT2G39780:E005	ES	2.16592098.16592476	-0.689170073350127	3.64385618977472	0.0168117876969257	0.457416689502195	0.0458918103138507	No	185.666666666667	159	175.333333333333	151.666666666667	9	16
AT1G69460:E002	-	1.26112198.26112660	2.48872233889506	-0.584962500721156	0.0172715193356492	0.457416689502195	-0.00767018216682647	No	150.333333333333	176.333333333333	194.666666666667	211.666666666667	1.33333333333333	0
AT2G27350:E012	-	2.11701007.11704057	0.993596833525592	2.77258950389693	0.0199687707931302	0.503003452445544	-0.137750352421736	No	68	87.6666666666667	0	0	9.66666666666667	4
AT4G34265:E003	ES	4.16402735.16403455;4.16402780.16403455	-0.29492371212991	6.91288933622996	0.0202181655672387	0.503003452445544	0.115476794476047	Yes	136.666666666667	83.3333333333333	133	88.3333333333333	119.666666666667	121.333333333333
AT2G20180:E003	ES	2.8704359.8704689	0.835290545288744	4.12928301694497	0.0211140300637805	0.509841725951876	-0.12058469436431	No	90.6666666666667	72.3333333333333	79.3333333333333	85.6666666666667	25.3333333333333	9.66666666666667
AT5G56140:E003	-	5.22726252.22727168	-0.423370266019193	5.38082178394093	0.0255488719168723	0.599303538392919	0.0994691383707402	No	117.666666666667	78	143	89.6666666666667	40.6666666666667	42.6666666666667
AT1G75500:E007	-	1.28339639.28339877	-2.44006115984669	-1	0.0298014908421039	0.665779502824764	0.00298804780876494	No	418.333333333333	334	424.666666666667	333.333333333333	0	1
AT1G03780:E019	-	1.950125.950404	-1.45524981082013	1.11547721741994	0.0300046791772427	0.665779502824764	0.0280003873455386	No	90	96.3333333333333	91	104	0.666666666666667	3.66666666666667
AT1G52500:E005	-	1.19560282.19563011	-0.817748957052082	3.14295795384204	0.030934753471913	0.668353489485278	0.173913043478261	No	21	27.3333333333333	17.6666666666667	28.6666666666667	3.66666666666667	14
AT1G02890:E006	ES	1.646310.646567	2.27768872710228	-1	0.0335114458084603	0.705458897660152	-0.00967741935483868	No	112.333333333333	131	92.3333333333333	109.333333333333	1	0
AT5G27970:E009	-	5.10006758.10006907	-2.31189032477681	-1	0.0373505347771243	0.750035627462282	0.020066889632107	No	52.6666666666667	41.3333333333333	56	56.3333333333333	0	1
AT3G08510:E005	ES	3.2582919.2583199	0.922266429836874	2.22239242133645	0.0374561031984818	0.750035627462282	-0.00940908735123791	No	442.666666666667	484	406.666666666667	392.666666666667	6.66666666666667	2.66666666666667
AT1G61150:E010	ES*	1.22542673.22543107	0.843660871203216	2.54432051622381	0.0391842636743289	0.763538181407197	-0.0478905808621619	No	63	59	114	109	8.33333333333333	3.33333333333333
AT2G27350:E015	ES*	2.11701007.11704057;2.11702387.11704057	0.705772884268509	3.22239242133645	0.040772031412328	0.763538181407197	-0.182425089271852	Yes	0	0	35	60	11	7.66666666666667
AT2G43910:E010	-	2.18185878.18186852	-0.537424260512406	4.24792751344359	0.0412180786216496	0.763538181407197	0.014325537939965	No	956.333333333333	524.333333333333	1002.33333333333	607.666666666667	18.6666666666667	19.3333333333333
AT1G06690:E006	-	1.2051031.2051190	-1.05145176816992	1.58496250072116	0.041850448432794	0.763538181407197	0.014931199432713	No	311	164	274	149.666666666667	2.33333333333333	3.66666666666667
AT4G24740:E012	ES	4.12756566.12757552	0.441692346567491	4.36923380966572	0.0472728181073363	0.843717036220067	-0.0881703388069009	No	43	59	89.6666666666667	95.6666666666667	24.3333333333333	17
AT5G53850:E012	ES	5.21863128.21864089	0.249231462113967	6.66296501272243	0.0493505249982137	0.858996130563002	-0.105759647618848	No	69.6666666666667	78.6666666666667	75	86.6666666666667	116.333333333333	86.3333333333333
AT1G65950:E010	-	1.24549106.24549884	-0.548201581976082	3.75488750216347	0.0502214546492376	0.858996130563002	0.208502024291498	No	14.3333333333333	9.66666666666667	15.6666666666667	9	11	16
AT2G36390:E005	-	2.15265653.15266323	-0.882543856092489	2.36923380966572	0.0572809704046661	0.959748504127161	0.0225021020333596	No	144	166.666666666667	172.333333333333	210.333333333333	2.66666666666667	7.66666666666667
AT2G35360:E005	-	2.14890209.14890462	0.849334712178491	2	0.0595865390975091	0.978410971981099	-0.157928802588997	No	16.3333333333333	23	8	16	5	3
AT2G21540:E007	ES	2.9221854.9222039	0.829168926857653	2.16992500144231	0.0671276448096336	1	-0.0605316345588047	No	42.6666666666667	60	47	62.3333333333333	5.66666666666667	3.33333333333333
AT1G13650:E003	-	1.4681492.4682066	-0.627841142265142	3.14295795384204	0.0700490666284157	1	0.0488960169233335	No	107	164.333333333333	37.3333333333333	61.6666666666667	4.33333333333333	13.3333333333333
AT3G28900:E003	-	3.10903146.10904337	-0.407399084907349	4.54432051622381	0.073678892284217	1	0.00562305553784426	No	1496.66666666667	1343.66666666667	1828	1578	20.3333333333333	26.3333333333333
AT1G08520:E006	-	1.2697995.2698627	1.22116614765119	2.50250034052918	0.0739891979351917	1	-0.0105844422738226	No	629.666666666667	658	622	636.333333333333	9	2.33333333333333
AT1G77080:E005	ES	1.28958391.28958602	0.257645216944105	6.01495034146597	0.0740868951312677	1	-0.117182568819157	No	28	22	34.3333333333333	36.6666666666667	83.3333333333333	46
AT5G12240:E003	-	5.3959323.3960211	-0.54339212230779	3.4374053123073	0.0763217603302768	1	0.0391479709737109	No	119.333333333333	120	134	143	7.66666666666667	14
AT4G33625:E004	-	4.16153345.16154028	-0.451910268068008	3.87446911791614	0.0774658173126955	1	0.037287247970673	No	167	175	133.333333333333	124	11.3333333333333	18
AT5G07180:E013	-	5.2230460.2230704	1.93239260136387	-1.58496250072116	0.0819279197541841	1	-0.0193236714975845	No	38.3333333333333	40.6666666666667	29.3333333333333	41.6666666666667	0.666666666666667	0
AT2G39800:E022	ES	2.16602049.16602520	0.778463469417338	3.11547721741994	0.084456706568552	1	-0.0306188572510963	No	68.6666666666667	371.333333333333	94	507.666666666667	5	12.3333333333333
AT4G00026:E007	-	4.12809.13172	-1.144779424951	0.736965594166206	0.0900911039479438	1	0.0208000583451846	No	77.6666666666667	88	86	91.3333333333333	0.666666666666667	2.66666666666667
AT2G45990:E003	-	2.18919479.18919821	1.14933028657037	0.584962500721156	0.0930631226950879	1	-0.00795825645983994	No	208	209.333333333333	208.666666666667	217	2.33333333333333	0.666666666666667
AT1G52500:E006	-	1.19560282.19563011	-0.628965612273994	3.14295795384204	0.0965080285713264	1	0.20078431372549	No	17.6666666666667	28.6666666666667	0	0	3.66666666666667	14
AT2G03150:E006	-	2.953167.954917	-0.438304611217688	4.27301849440642	0.0966749118087847	1	0.0887422257509594	No	58.3333333333333	62.6666666666667	65.6666666666667	64.6666666666667	14.3333333333333	24.3333333333333
AT5G51100:E002	-	5.20773557.20773874	1.79394951368201	-1.58496250072116	0.0972632250299108	1	-0.00383141762452111	No	173	184.666666666667	173.666666666667	176.666666666667	0.666666666666667	0
AT2G21590:E003	ES	2.9238645.9239354	-0.550830704484353	3.29768054864069	0.102718540422403	1	0.238095238095238	No	0	0	9.66666666666667	8	5.66666666666667	14
AT1G15690:E008	ES	1.5401608.5402155	-0.246784149543366	6.05528243550119	0.109831847959165	1	0.00543585462082141	No	3323	2776.33333333333	3237.33333333333	2849.66666666667	63	70
AT5G65890:E004	ES	5.26355774.26356011	-1.60069719740837	-1	0.110473757903741	1	0.0307692307692308	No	16.3333333333333	31.6666666666667	18.3333333333333	31.3333333333333	0	1
AT5G14610:E006	ES	5.4712191.4712949	-0.277112760153406	5.70965824817047	0.112416002082647	1	0.134186142476648	No	0	0	13.3333333333333	4.33333333333333	34	70.6666666666667
AT2G30600:E011	ES	2.13039013.13039382	0.22125755064115	6.4093909361377	0.113335926454737	1	-0.112010451558402	No	0	0	42.6666666666667	49.6666666666667	106	64
AT5G26110:E006	ES	5.9119218.9119597	0.56969865997114	3.08746284125034	0.114298141476637	1	-0.0640313210406669	No	49.3333333333333	64	54	64.6666666666667	10	7
AT4G25500:E005	ES	4.13025273.13026056	0.176225634029212	7.42066204847272	0.114603918460205	1	-0.0847346506367256	No	26.3333333333333	36	23.3333333333333	26	210.666666666667	132
AT1G08110:E006	ES*	1.2535385.2535675	0.184664173770495	6.75488750216347	0.114648415386488	1	-0.0796780223122341	No	34.3333333333333	49	94.6666666666667	134.666666666667	106.666666666667	109.333333333333
AT1G51110:E002	-	1.18935673.18935908	0.808971869123496	1.50250034052918	0.115114185196968	1	-0.00557277990597105	No	362	456.333333333333	375.333333333333	475.333333333333	3.66666666666667	2
AT5G24314:E003	-	5.8277791.8277999	1.6355462819119	-1.58496250072116	0.116899233442177	1	-0.000998502246630006	No	459.333333333333	410	874.666666666667	775	0.666666666666667	0
AT4G18710:E009	ES	4.10298287.10301071	0.281376509078436	5.34577483684173	0.117068811350814	1	-0.0396134634596174	No	296.666666666667	216.333333333333	219.666666666667	191	51.6666666666667	29.6666666666667
AT3G61010:E014	ES	3.22573458.22573610	0.496649560082247	3.87446911791614	0.117133421937065	1	-0.197519083969466	No	0	0	24	25	20	9.33333333333333
AT4G18710:E008	ES	4.10298287.10301071	0.279125701534662	5.34577483684173	0.120012789292971	1	-0.0325124097796341	No	334.666666666667	273	296.666666666667	216.333333333333	51.6666666666667	29.6666666666667
AT1G52230:E002	-	1.19454962.19455465	-1.24664881340824	5.66296501272243	0.120835866126271	1	0.006615140089127	No	13541.3333333333	11573.6666666667	6187.66666666667	5105.33333333333	24.6666666666667	76.6666666666667
AT4G24100:E015	-	4.12518294.12518510	0.540101455609877	2.93859945533586	0.122136201245098	1	-0.123152709359606	No	21.3333333333333	25.6666666666667	18.6666666666667	29.3333333333333	9	6.33333333333333
AT1G50140:E018	ES	1.18574758.18576670	0.327282198042553	4.70965824817047	0.131394994316846	1	-0.0979139964291111	No	34.3333333333333	47	37.3333333333333	60.6666666666667	26.3333333333333	26
AT5G35180:E018	-	5.13429723.13430626	0.535190205813512	3.24792751344359	0.131676027448675	1	-0.0383605724447456	No	111.333333333333	110	105.666666666667	104.666666666667	12	7
AT1G13920:E006	-	1.4759202.4759623	-0.581074862424778	3.1963972128035	0.144834906286108	1	0.19812382739212	No	17	7.33333333333333	11.6666666666667	11.6666666666667	7.33333333333333	11
AT5G06120:E003	ES	5.1844184.1845292	-0.35086613769824	4.4594316186373	0.155710972960229	1	0.0890711123158942	No	62.6666666666667	78.6666666666667	25.6666666666667	29.3333333333333	15.3333333333333	28.6666666666667
AT2G19480:E012	ES	2.8440775.8440972	0.389380228439578	4.26052755022322	0.160535735575104	1	-0.0156667318917738	No	410.666666666667	475	426.333333333333	485	21.6666666666667	16.6666666666667
AT5G48220:E004	ES*	5.19550055.19550376	0.148972405948743	7.78572490608606	0.164991044514773	1	-0.0729939191102209	No	0	0	17.3333333333333	38.3333333333333	275.333333333333	166
AT5G42770:E006	-	5.17152762.17153563	0.500016372546574	3.02974734339405	0.166826289334474	1	-0.0761355047069333	No	42.3333333333333	43.3333333333333	35.6666666666667	43	10	6.33333333333333
AT1G43170:E011	ES	1.16266790.16267477	0.217409746417125	6.03342300153745	0.168748249369227	1	-0.0017112817972369	No	8460.66666666667	7212.33333333333	7030	6111	76.6666666666667	54.3333333333333
AT1G06220:E002	ES	1.1900107.1900512	0.147059333068611	7.30530177629995	0.172154064460702	1	-0.0698906143225603	No	14.3333333333333	25	25	43.3333333333333	160	156.333333333333
AT5G51620:E006	ES*	5.20967650.20967951	0.381327073904759	4.27301849440642	0.175015029449559	1	-0.117978679786798	No	14	10.3333333333333	36.6666666666667	48	22.6666666666667	16
AT2G43910:E005	-	2.18185096.18185607	0.444764716570839	3.52356195605701	0.177176091456287	1	-0.00667103517057777	No	964.333333333333	645.333333333333	824.666666666667	525.333333333333	16.3333333333333	6.66666666666667
AT5G62760:E009	ES*	5.25206187.25207833	-0.619587670795774	2.66296501272243	0.177523991701952	1	0.197674418604651	No	10.6666666666667	10	9.33333333333333	6.66666666666667	4.33333333333333	8.33333333333333
AT3G05160:E017	-	3.1456107.1456884	-0.726077443308251	1.87446911791614	0.177794926798127	1	0.0548387096774194	No	43	54.6666666666667	35.6666666666667	38	2	5.33333333333333
AT4G13040:E003	-	4.7613430.7614220	-0.559370196285293	2.50250034052918	0.1794480286275	1	0.0993171942892613	No	20	25.3333333333333	32.3333333333333	28.3333333333333	3.66666666666667	7.66666666666667
AT1G43170:E010	ES*	1.16266790.16267477	0.20984502285589	6.03342300153745	0.184005813365616	1	-0.00294980272141432	No	20.3333333333333	17	8460.66666666667	7212.33333333333	76.6666666666667	54.3333333333333
AT2G03150:E005	-	2.953167.954917	-0.349243355985731	4.27301849440642	0.185112699408643	1	0.0761918703947689	No	48	57.3333333333333	58.3333333333333	62.6666666666667	14.3333333333333	24.3333333333333
AT5G38290:E003	-	5.15303494.15303907	0.40046610590894	3.50250034052918	0.190139702983057	1	-0.059394669880809	No	36	52.3333333333333	56	99	11	11.6666666666667
AT3G02730:E002	-	3.588713.589299	0.651618236523424	1.8073549220576	0.191208422393677	1	-0.00172499341865562	No	1234	1280.33333333333	1432	1361	4.66666666666667	2.33333333333333
AT3G02600:E005	ES	3.551200.552931;3.551584.552931;3.551847.552931	-0.181002804893058	6.40372218605101	0.2047841490767	1	0.078002068066358	Yes	42.3333333333333	32.3333333333333	51	42.6666666666667	79	90.3333333333333
AT1G61900:E005	ES	1.22882958.22883182	0.535903828327275	2.41503749927884	0.207067878963276	1	-0.0262477009881854	No	94.6666666666667	132.666666666667	86	117	6	4.66666666666667
AT4G33200:E013	ES	4.16005381.16005760	0.519560450835561	2.41503749927884	0.209872280705943	1	-0.0317653242231128	No	62	70.6666666666667	90	85	6.66666666666667	4
AT4G34570:E011	-	4.16513877.16514250	-0.45153757481936	3	0.210995204142163	1	0.0790804597701149	No	40	32	33	25	7	9
AT2G27340:E004	ES*	2.11696799.11697449	-0.536021731286738	2.4594316186373	0.211771945934098	1	0.168367346938776	No	12.6666666666667	16.6666666666667	0	0	3	8
AT5G06770:E002	-	5.2091519.2092709	-0.373502973118866	4.22239242133645	0.216255648168788	1	0.114076399790686	No	37.3333333333333	25.3333333333333	37.6666666666667	31.3333333333333	16.6666666666667	20.6666666666667
AT5G02680:E003	-	5.605995.606222	-0.350654533338258	3.92283213947754	0.217827522023462	1	0.15427807486631	No	0	0	12.6666666666667	8.66666666666667	12	18.3333333333333
AT5G53860:E008	ES	5.21866565.21867010	-0.470447762988075	3.41503749927884	0.218673540039648	1	0.0155725190839695	No	361.333333333333	343	277.666666666667	297	8	13.3333333333333
AT4G10430:E007	ES*	4.6455241.6455797;4.6455374.6455797	-0.617730116306761	1.73696559416621	0.218929167190294	1	0.0269770204212161	Yes	65.6666666666667	83.3333333333333	54	64.6666666666667	2	4.66666666666667
AT4G33760:E013	-	4.16192148.16192435	1.3361170023008	-2.58496250072116	0.221866647561474	1	-0.00282087447108603	No	99	105.333333333333	136.666666666667	153.666666666667	0.333333333333333	0
AT1G61150:E008	ES*	1.22542673.22543107;1.22542673.22542958;1.22542673.22542863	-0.172805977676868	6.20620038783386	0.225760522686626	1	0.081986068972548	Yes	46.6666666666667	30.6666666666667	41	34.3333333333333	71.3333333333333	76.3333333333333
AT4G24680:E007	-	4.12735267.12736012	-0.316814565958389	4.27301849440642	0.229118592253339	1	0.0743392134687357	No	0	0	100.666666666667	98.3333333333333	16	22.6666666666667
AT2G43910:E006	-	2.18185096.18185607	0.39180046368473	3.52356195605701	0.233304327062824	1	-0.00577495423846741	No	824.666666666667	525.333333333333	1053	638.666666666667	16.3333333333333	6.66666666666667
AT3G57880:E002	-	3.21433556.21434268	-0.442614390760209	2.62449086490779	0.23415561359463	1	0.0732816711590297	No	36	36	25.3333333333333	23.3333333333333	4.66666666666667	7.66666666666667
AT2G30695:E007	-	2.13080711.13081048	-0.849746214275253	0.584962500721156	0.241409160132799	1	0.00720773705524524	No	211.666666666667	170.333333333333	210	161	1	2
AT1G22740:E002	-	1.8049299.8049540	0.429817825394126	2.66296501272243	0.255024376828323	1	-0.035896845294519	No	84.6666666666667	79.3333333333333	64	63.6666666666667	8	4.66666666666667
AT5G35730:E003	-	5.13894277.13894535	-1.22852068639923	-2.58496250072116	0.259028091198781	1	0.00527704485488123	No	57.3333333333333	67	56.3333333333333	58.6666666666667	0	0.333333333333333
AT5G20680:E003	ES*	5.6998350.6999220	0.390418665165701	3.27301849440642	0.26003314332336	1	-0.131455399061033	No	12.6666666666667	17.3333333333333	12.6666666666667	16	11	8.33333333333333
AT1G55310:E005	ES	1.20631119.20631885	-0.188427212743855	5.76376565350992	0.260055175238745	1	0.0906678460858027	No	0	0	13	10.6666666666667	34.6666666666667	74
AT4G34900:E013	-	4.16630859.16631204	0.31090294694361	3.85798099512757	0.262710964526066	1	-0.0498295780170723	No	55.6666666666667	53.3333333333333	83	93.3333333333333	16.6666666666667	12.3333333333333
AT1G28395:E007	ES*	1.9969587.9971073;1.9969587.9970113	-0.186007572655658	5.81591693556103	0.26449580274086	1	0.0525667123135571	Yes	39.6666666666667	54	86	88	47	65.6666666666667
AT1G72190:E009	-	1.27169085.27169599	0.536769215409477	1.8073549220576	0.28427275407698	1	-0.0505515989386958	No	29	31	34.6666666666667	40.6666666666667	4.33333333333333	2.66666666666667
AT5G25060:E015	-	5.8639185.8639663	-0.395314535267376	3.11547721741994	0.28923935698896	1	0.0461443087787391	No	60.6666666666667	54.6666666666667	73.6666666666667	63.6666666666667	7.33333333333333	10
AT2G44065:E003	ES	2.18228558.18228798	0.13577954571177	6.68182403997374	0.289352050860667	1	-0.072580947970512	No	7.33333333333333	16.3333333333333	8.66666666666667	19.3333333333333	101	104.333333333333
AT4G02120:E012	-	4.942543.942673	-0.432203855153157	2.58496250072116	0.290466082141335	1	0.0492501941728238	No	44.3333333333333	46	46.3333333333333	51	4.33333333333333	7.66666666666667
AT2G32700:E008	-	2.13866926.13867212	0.429520389252943	2.77258950389693	0.293839356429497	1	-0.0298975579792398	No	70.6666666666667	94	94.3333333333333	111.666666666667	7.66666666666667	6
AT5G53360:E002	-	5.21648274.21648904	0.400937098914415	2.73696559416621	0.294058827561554	1	-0.187586206896552	No	0	0	3.33333333333333	6	8	5.33333333333333
AT2G46800:E003	ES	2.19237582.19238128	-0.413194407665275	3.02974734339405	0.300333506136255	1	0.0345289297878613	No	52.3333333333333	60	105.333333333333	103.666666666667	6.33333333333333	10
AT4G05040:E005	ES*	4.2579330.2579881	0.375830450826848	3.02974734339405	0.306415816822272	1	-0.129818181818182	No	23	30	0	0	9.33333333333333	7
AT1G07705:E009	-	1.2383743.2384313	0.459517795024174	2.05889368905357	0.308353100693777	1	-0.0399137001078749	No	33.3333333333333	47.3333333333333	41.3333333333333	48.3333333333333	4.66666666666667	3.66666666666667
AT1G34030:E003	-	1.12370680.12371463	-0.374722662080947	3.27301849440642	0.30907681877546	1	0.00287714574389408	No	1376.66666666667	1239.33333333333	1297	1163.66666666667	8.33333333333333	11
AT5G67590:E002	-	5.26958231.26958652	0.59470415388911	2.32192809488736	0.309491490752506	1	-0.00574131865931771	No	497.666666666667	450.666666666667	551.333333333333	521.666666666667	6.66666666666667	3.33333333333333
AT4G35785:E006	ES*	4.16953592.16953970	0.155236741990228	5.97345821254751	0.310056307269771	1	-0.0768291649848764	No	0	0	17.6666666666667	29.6666666666667	65	60.6666666666667
AT3G23900:E004	-	3.8631839.8632404	-0.563513489074811	1.22239242133645	0.314040509722348	1	0.0246803005423695	No	21	25	80.6666666666667	75.3333333333333	1.66666666666667	3
AT5G06265:E003	-	5.1905383.1906653;5.1905383.1906564	0.288878902796474	4.35755200461808	0.325828264044202	1	-0.121991932118514	Yes	13.3333333333333	18	0	0	23.6666666666667	17.3333333333333
AT1G55140:E006	-	1.20573067.20573905	-0.358272839379953	2.77258950389693	0.33268640702818	1	0.0127504710078065	No	196.333333333333	195	191.666666666667	178	5.66666666666667	8
AT1G54730:E017	-	1.20427343.20428388	0.399564523772742	2.4594316186373	0.332690713509669	1	-0.0587965930946057	No	24	32.3333333333333	24.3333333333333	38.3333333333333	5.66666666666667	5.33333333333333
AT2G20585:E004	ES*	2.8865779.8866574	-0.121444871330032	6.68416417842826	0.337685056483486	1	0.0544142749846371	No	33	41.3333333333333	38	17.6666666666667	97	108.666666666667
AT1G18730:E004	-	1.6460808.6461174	-0.379085586896295	2.73696559416621	0.343964420348692	1	0.00473151520829906	No	388.666666666667	270	734.333333333333	597.333333333333	6.33333333333333	7
AT3G01850:E010	-	3.301386.301874	0.347725610400225	3.68182403997375	0.345943980586252	1	-0.0422451112106285	No	54.3333333333333	81.3333333333333	74.3333333333333	105.333333333333	12.6666666666667	13
AT1G80380:E007	ES	1.30218233.30218928	0.237754016992183	4.11547721741994	0.355809477688294	1	-0.00613785279412882	No	687.666666666667	669	770	727.666666666667	20	14.6666666666667
AT2G45380:E009	-	2.18700897.18701537	-0.365164658298791	3.02974734339405	0.3558109644907	1	0.0645695364238411	No	31.6666666666667	50.3333333333333	9.33333333333333	19.6666666666667	4.66666666666667	11.6666666666667
AT1G80380:E008	ES	1.30218233.30218928	0.233868532385284	4.11547721741994	0.363638444934168	1	-0.00581146407023414	No	770	727.666666666667	754.666666666667	728	20	14.6666666666667
AT4G13460:E002	-	4.7824329.7826854	-0.341554490248061	3.73696559416621	0.368361928202606	1	0.0600622927760474	No	58.6666666666667	70	11.6666666666667	19.3333333333333	9.66666666666667	17
AT3G47560:E008	-	3.17526408.17526843	0.363654886136109	2.62449086490779	0.369594190742882	1	-0.0147229491409716	No	108.666666666667	106.666666666667	190	195	7.33333333333333	5
